run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6653.763630647439,7406.399202000439,3819.0971660843957,0.9310650904185551,0.9310650904185551,0.0,0.0,116.86087139998563,2.79167637233299,0.0,116.86087139998563,12,0,0,3,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C2_2_1__S1_balanced__ILS_MS__seed02,main,hg,200,C2_2_1,clustered,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4583.531688844067,10118.356922321711,5238.11479940282,0.9305453537327728,0.9305453537327728,0.0,0.0,89.55956279998645,2.139478444666343,0.0,89.55956279998645,12,0,0,4,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,C2_2_1,clustered,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4463.176187888191,10058.695687336385,5078.243597808976,0.9195834284582057,0.9195834284582057,0.0,0.0,99.88059070007876,2.3860363333907704,0.0,99.88059070007876,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S2_peak_dirty__ILS_MS__seed02,main,hg,200,C2_2_1,clustered,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4968.765130401476,10426.410768310026,5253.917943482333,0.9723433460520784,0.9723433460520784,0.0,0.0,93.34404320002068,2.2298854764449385,0.0,93.34404320002068,12,0,0,2,7,real_solver:ILS_MS | archive=7 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,C2_2_1,clustered,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4706.732100875453,10491.618694633164,3345.6536825447206,0.9473485690649271,0.9473485690649271,0.0,0.0,91.96897729998454,2.197036679944075,0.0,91.96897729998454,12,0,0,4,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,C2_2_1,clustered,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4968.765130401476,10426.410768310026,3328.361178752781,0.9584610630959722,0.9584610630959722,0.0,0.0,108.54909959994256,2.5931173793319613,0.0,108.54909959994256,12,0,0,5,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_5__S1_balanced__ILS_MS__seed01,main,hg,200,C2_2_5,clustered,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4562.210530109148,11343.432617785264,5871.4598447283215,0.9954714315147947,0.9954714315147947,0.0,0.0,91.78933369996957,2.1927451939437175,0.0,91.78933369996957,12,0,0,3,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
C2_2_5__S1_balanced__ILS_MS__seed02,main,hg,200,C2_2_5,clustered,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4960.285477739378,11364.069296023587,5878.244627089345,1.0212702528445352,1.0212702528445352,0.0,0.0,94.14625729992986,2.249049479942769,0.0,94.14625729992986,12,0,0,2,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
C2_2_5__S2_peak_dirty__ILS_MS__seed01,main,hg,200,C2_2_5,clustered,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4497.473478529866,11137.22808454824,5629.906096567315,0.9790388373073787,0.9790388373073787,0.0,0.0,80.58236260002013,1.9250231065560366,0.0,80.58236260002013,12,0,0,3,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
C2_2_5__S2_peak_dirty__ILS_MS__seed02,main,hg,200,C2_2_5,clustered,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4960.285477739378,11364.069296023587,5729.954033866145,1.0211408160021114,1.0211408160021114,0.0,0.0,56.22426909999922,1.3431353173888703,0.0,56.22426909999922,12,0,0,3,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
C2_2_5__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,C2_2_5,clustered,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4625.723385344392,11296.862039999472,3633.330369525212,0.9657928776398131,0.9657928776398131,0.0,0.0,58.104544800007716,1.388053014666851,0.0,58.104544800007716,12,0,0,3,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
C2_2_5__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,C2_2_5,clustered,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,4960.285477739378,11364.069296023587,3631.6170842664137,0.9878530303060327,0.9878530303060327,0.0,0.0,63.213427099981345,1.510098536277332,0.0,63.213427099981345,12,0,0,3,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_5.TXT
R1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,R1_2_1,random,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,10484.023709270828,10124.523723567536,5219.5393987035395,1.0411661096552136,1.0411661096552136,0.0,0.0,81.60324450000189,1.9494108408333786,0.0,81.60324450000189,12,0,0,0,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_1__S1_balanced__ILS_MS__seed02,main,hg,200,R1_2_1,random,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,9838.461803651197,10309.028783755806,5318.588833676482,1.0324874430445965,1.0324874430445965,0.0,0.0,76.0358948999783,1.816413044832815,0.0,76.0358948999783,12,0,0,2,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,R1_2_1,random,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,10484.023709270828,10124.523723567536,5076.422199381756,1.0410845509888664,1.0410845509888664,0.0,0.0,80.15825089998543,1.9148915492774299,0.0,80.15825089998543,12,0,0,0,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_1__S2_peak_dirty__ILS_MS__seed02,main,hg,200,R1_2_1,random,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,9838.461803651197,10309.028783755806,5175.2237709395185,1.0325723333307422,1.0325723333307422,0.0,0.0,74.03794160007965,1.7686841604463472,0.0,74.03794160007965,12,0,0,2,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,R1_2_1,random,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,10322.528690723422,9892.427284098141,3129.5395834410756,1.019720900985045,1.019720900985045,0.0,0.0,103.10989850002807,2.4631809086117817,0.0,103.10989850002807,12,0,0,3,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_1__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,R1_2_1,random,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,10322.528690723422,9892.427284098141,3129.5395834410756,1.019720900985045,1.019720900985045,0.0,0.0,101.5457577999914,2.425815325222017,0.0,101.5457577999914,12,0,0,3,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_1.TXT
R1_2_5__S1_balanced__ILS_MS__seed01,main,hg,200,R1_2_5,random,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,9859.157271675916,10894.243275892437,5614.308265230988,0.9814262348948931,0.9814262348948931,0.0,0.0,87.39695439999923,2.0878161328888707,0.0,87.39695439999923,12,0,0,2,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R1_2_5__S1_balanced__ILS_MS__seed02,main,hg,200,R1_2_5,random,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,9859.157271675916,10894.243275892437,5614.308265230988,0.9814262348948931,0.9814262348948931,0.0,0.0,92.44425140006933,2.2083904501127676,0.0,92.44425140006933,12,0,0,3,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R1_2_5__S2_peak_dirty__ILS_MS__seed01,main,hg,200,R1_2_5,random,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,8741.593698171626,11529.624163175602,5791.456828084516,0.9810253160590022,0.9810253160590022,0.0,0.0,93.97291969996877,2.2449086372770317,0.0,93.97291969996877,12,0,0,1,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R1_2_5__S2_peak_dirty__ILS_MS__seed02,main,hg,200,R1_2_5,random,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,8877.899248946474,10714.425465985292,5377.217466856326,0.9374282610200444,0.9374282610200444,0.0,0.0,83.68130249995738,1.9990533374989818,0.0,83.68130249995738,12,0,0,1,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R1_2_5__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,R1_2_5,random,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,9565.623288332326,10803.767682524809,3413.67235493969,0.9666082877096126,0.9666082877096126,0.0,0.0,81.56864479999058,1.9485842924442194,0.0,81.56864479999058,12,0,0,3,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R1_2_5__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,R1_2_5,random,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,8704.204437982035,10986.853445270302,3476.225415696123,0.9488891438435121,0.9488891438435121,0.0,0.0,88.97534120001364,2.1255220397781036,0.0,88.97534120001364,12,0,0,2,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R1_2_5.TXT
R2_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,R2_2_1,random,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7185.137477123039,12580.867637084166,6498.0167122876055,0.9941930840500895,0.9941930840500895,0.0,0.0,69.01111650001258,1.6485988941669671,0.0,69.01111650001258,12,0,0,8,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_1__S1_balanced__ILS_MS__seed02,main,hg,200,R2_2_1,random,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7185.137477123039,12580.867637084166,6498.0167122876055,0.9941930840500895,0.9941930840500895,0.0,0.0,68.88571880001109,1.6456032824447093,0.0,68.88571880001109,12,0,0,6,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,R2_2_1,random,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7185.137477123039,12580.867637084166,6327.421818970262,0.9734743936563648,0.9734743936563648,0.0,0.0,68.8312709000893,1.6443025826132442,0.0,68.8312709000893,12,0,0,7,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_1__S2_peak_dirty__ILS_MS__seed02,main,hg,200,R2_2_1,random,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7185.137477123039,12580.867637084166,6327.421818970262,0.9734743936563648,0.9734743936563648,0.0,0.0,67.87429069995414,1.621441388943349,0.0,67.87429069995414,12,0,0,4,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,R2_2_1,random,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6840.740032121144,12708.30630446039,4031.2337556162356,0.973886617543263,0.973886617543263,0.0,0.0,64.98352790006902,1.5523842776127599,0.0,64.98352790006902,12,0,0,4,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_1__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,R2_2_1,random,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7104.488332978588,13122.340911295933,4159.784682253136,1.0072136922161017,1.0072136922161017,0.0,0.0,64.38714759994764,1.538137414887638,0.0,64.38714759994764,12,0,0,7,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_1.TXT
R2_2_5__S1_balanced__ILS_MS__seed01,main,hg,200,R2_2_5,random,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6333.077032983044,14062.333139242737,7261.388352091038,1.016128257184758,1.016128257184758,0.0,0.0,57.90431130002253,1.3832696588338715,0.0,57.90431130002253,12,0,0,7,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
R2_2_5__S1_balanced__ILS_MS__seed02,main,hg,200,R2_2_5,random,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6333.077032983044,14062.333139242737,7261.388352091038,1.016128257184758,1.016128257184758,0.0,0.0,58.702459900057875,1.402336542056938,0.0,58.702459900057875,12,0,0,4,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
R2_2_5__S2_peak_dirty__ILS_MS__seed01,main,hg,200,R2_2_5,random,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6333.077032983044,14062.333139242737,7069.907385338928,1.016279890773122,1.016279890773122,0.0,0.0,57.13813249999657,1.3649664986110293,0.0,57.13813249999657,12,0,0,5,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
R2_2_5__S2_peak_dirty__ILS_MS__seed02,main,hg,200,R2_2_5,random,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6333.077032983044,14062.333139242737,7069.907385338928,1.016279890773122,1.016279890773122,0.0,0.0,59.30195210000966,1.4166577446113418,0.0,59.30195210000966,12,0,0,6,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
R2_2_5__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,R2_2_5,random,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5748.514715720083,14406.062707105932,4588.789220254278,0.9626570410929743,0.9626570410929743,0.0,0.0,58.247858299990185,1.39147661494421,0.0,58.247858299990185,12,0,0,4,3,real_solver:ILS_MS | archive=3 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
R2_2_5__S3_mixed_fleet_arc__ILS_MS__seed02,main,hg,200,R2_2_5,random,S3_mixed_fleet_arc,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6333.077032983044,14062.333139242737,4469.946951093576,0.9735032927441853,0.9735032927441853,0.0,0.0,57.63356460002251,1.3768018210005377,0.0,57.63356460002251,12,0,0,3,5,real_solver:ILS_MS | archive=5 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\R2_2_5.TXT
RC1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S1_balanced,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7464.885547023764,8432.46543335361,4352.677163949193,0.9384408402140213,0.9384408402140213,0.0,0.0,75.17033120000269,1.795735689777842,0.0,75.17033120000269,12,0,0,0,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S1_balanced__ILS_MS__seed02,main,hg,200,RC1_2_1,mixed,S1_balanced,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7607.260112557408,8610.714482344409,4442.060451331816,0.9574754932249974,0.9574754932249974,0.0,0.0,75.31012859998737,1.7990752943330315,0.0,75.31012859998737,12,0,0,1,6,real_solver:ILS_MS | archive=6 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S2_peak_dirty,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7326.480901479629,8285.658916026845,4160.92793257411,0.9218639097621422,0.9218639097621422,0.0,0.0,77.29520839999896,1.8464966451110862,0.0,77.29520839999896,12,0,0,1,2,real_solver:ILS_MS | archive=2 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S2_peak_dirty__ILS_MS__seed02,main,hg,200,RC1_2_1,mixed,S2_peak_dirty,ILS_MS,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7869.976862954682,8749.078605426415,4395.83958406417,0.9788641468430606,0.9788641468430606,0.0,0.0,78.64200979995076,1.8786702341099348,0.0,78.64200979995076,12,0,0,0,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S3_mixed_fleet_arc,ILS_MS,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7422.827680839743,8567.450655378527,2716.640230167122,0.9472223762645201,0.9472223762645201,0.0,0.0,76.62513539998326,1.830489345666267,0.0,76.62513539998326,12,0,0,1,4,real_solver:ILS_MS | archive=4 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
