run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
RC1_2_5__S2_peak_dirty__EDE__seed01,main,hg,200,RC1_2_5,mixed,S2_peak_dirty,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7491.002906168449,8944.14556334929,4488.695298165226,0.926468,0.9252295021858044,0.001238497814195605,0.13367950260512018,70.04288870003074,1.6732467856118456,0.0007401764191901503,46.54462850000709,1,0,0,1,3,real_solver:EDE | archive=3 | init_best=0.926468 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S2_peak_dirty__EDE__seed02,main,hg,200,RC1_2_5,mixed,S2_peak_dirty,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7878.815147734969,8926.547824482552,4482.568928447482,0.939681,0.9393758167483184,0.00030518325168160665,0.0324773249306527,69.88098490005359,1.6693790837235025,0.0001828124328722893,46.5973824999528,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=0.939681 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S3_mixed_fleet_arc__EDE__seed01,main,hg,200,RC1_2_5,mixed,S3_mixed_fleet_arc,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7537.142791842821,8747.81343134077,2774.713641290965,0.915119,0.9145265083902543,0.0005924916097457267,0.06474476103607582,69.13917229999788,1.6516580049443939,0.00035872535838051657,45.86031459993683,1,0,0,1,3,real_solver:EDE | archive=3 | init_best=0.915119 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC1_2_5__S3_mixed_fleet_arc__EDE__seed02,main,hg,200,RC1_2_5,mixed,S3_mixed_fleet_arc,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,7878.815147734969,8926.547824482552,2831.3224264740625,0.940856,0.9405606486625323,0.0002953513374677197,0.03139176850312053,69.64983200002462,1.6638570977783658,0.00017751003848953258,46.39646909991279,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=0.940856 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_5.TXT
RC2_2_1__S1_balanced__EDE__seed01,main,hg,200,RC2_2_1,mixed,S1_balanced,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6582.890276124959,10990.416624141137,5679.308563945708,1.029088,1.0111609199103402,0.01792708008965982,1.7420356752444708,59.6042235000059,1.4238786725001409,0.01259031435465092,39.51034399995115,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=1.029088 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S1_balanced__EDE__seed02,main,hg,200,RC2_2_1,mixed,S1_balanced,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6611.446300279557,11152.706535021158,5764.131774091578,1.029088,1.0222128290591403,0.006875170940859654,0.6680838704619677,59.07591010001488,1.4112578523892443,0.004871661779752058,39.384782499982975,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=1.029088 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S2_peak_dirty__EDE__seed01,main,hg,200,RC2_2_1,mixed,S2_peak_dirty,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6703.9837999739575,11172.135623227961,5622.85499870927,1.049092,1.028613546579645,0.020478453420354814,1.9520169270526146,58.91008599998895,1.407296498888625,0.01455162677980591,39.18640880007297,1,0,0,1,5,real_solver:EDE | archive=5 | init_best=1.049092 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S2_peak_dirty__EDE__seed02,main,hg,200,RC2_2_1,mixed,S2_peak_dirty,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6732.5398241285575,11378.40321258206,5728.636694469938,1.049092,1.0422623583537856,0.006829641646214357,0.6510050258904231,58.893159099970944,1.4068921340548615,0.00485441739341478,39.1756854999112,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=1.049092 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S3_mixed_fleet_arc__EDE__seed01,main,hg,200,RC2_2_1,mixed,S3_mixed_fleet_arc,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6703.9837999739575,11172.135623227961,3558.2863540242092,1.049135,1.0287154942509151,0.0204195057490848,1.946318228739371,58.71103080001194,1.4025412913336186,0.014558933754933327,38.67852210009005,1,0,0,1,5,real_solver:EDE | archive=5 | init_best=1.049135 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_1__S3_mixed_fleet_arc__EDE__seed02,main,hg,200,RC2_2_1,mixed,S3_mixed_fleet_arc,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,6732.5398241285575,11378.40321258206,3626.429019696885,1.049135,1.0424750886010608,0.006659911398939178,0.6348002305651016,59.13762779999524,1.412732219666553,0.004714206490251291,39.18518469994888,1,0,0,1,4,real_solver:EDE | archive=4 | init_best=1.049135 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_1.TXT
RC2_2_5__S1_balanced__EDE__seed01,main,hg,200,RC2_2_5,mixed,S1_balanced,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5095.73456179157,10685.487688513016,5520.69305976768,0.981623,0.9579718066354884,0.023651193364511602,2.4093968218462285,53.709401799947955,1.2830579318876456,0.018433457115779463,35.63867390004452,1,0,0,1,2,real_solver:EDE | archive=2 | init_best=0.981623 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S1_balanced__EDE__seed02,main,hg,200,RC2_2_5,mixed,S1_balanced,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5332.819518964684,10731.205559410184,5548.985801775284,0.983093,0.9750848832326189,0.008008116767381113,0.8145838458193795,53.31500250007957,1.2736361708352342,0.006287601554319467,35.0236441999441,1,0,0,1,3,real_solver:EDE | archive=3 | init_best=0.983093 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S2_peak_dirty__EDE__seed01,main,hg,200,RC2_2_5,mixed,S2_peak_dirty,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5423.496376671827,10734.226085127872,5420.470692165081,0.982088,0.9817213734827158,0.000366626517284141,0.037331330520700895,55.52892859990243,1.3265244054421135,0.0002763812831336104,36.9583372999914,1,0,0,1,3,real_solver:EDE | archive=3 | init_best=0.982088 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S2_peak_dirty__EDE__seed02,main,hg,200,RC2_2_5,mixed,S2_peak_dirty,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5332.819518964684,10731.205559410184,5407.608668972248,0.983438,0.9754779999112543,0.007960000088745756,0.80940538079124,54.18159059993923,1.294337997665215,0.006149862016802691,35.910889200051315,1,0,0,1,3,real_solver:EDE | archive=3 | init_best=0.983438 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S3_mixed_fleet_arc__EDE__seed01,main,hg,200,RC2_2_5,mixed,S3_mixed_fleet_arc,EDE,1,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5300.303156654376,11395.266336060877,3633.5441688459255,0.967659,0.9670917476750088,0.0005672523249912187,0.058621097410474006,54.20167129999027,1.2948177032775452,0.0004380943537884481,35.66215089999605,1,0,0,1,1,real_solver:EDE | archive=1 | init_best=0.967659 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
RC2_2_5__S3_mixed_fleet_arc__EDE__seed02,main,hg,200,RC2_2_5,mixed,S3_mixed_fleet_arc,EDE,2,medium,12,1,1,0.0,0.0,0.0,0.0,0.0,5302.46274622554,10475.903635537512,3340.823936888258,0.918483,0.9147079224237956,0.003775077576204433,0.411012242600509,54.847453900030814,1.3102447320562918,0.002881200346655731,36.26231060002465,1,0,0,1,2,real_solver:EDE | archive=2 | init_best=0.918483 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC2_2_5.TXT
