run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C109__S1_balanced__A2_NoJDE__seed11,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2538.981968950851,2421.376459033598,1280.767791753888,0.942965,0.8077810838236892,0.13518391617631087,14.336048122285648,1800.0708099999465,26.00102281111034,0.005199176861555856,1.552623700001277,1,0,0,13039,6,real_solver:A2_NoJDE | archive=6 | walltime_hit=1 | init_best=0.942965 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed12,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2615.083542574315,2482.33736531877,1312.0274655994451,0.907179,0.8293060938056768,0.07787290619432319,8.58407284497582,1800.075436300016,26.001089635444675,0.0029949862596591673,1.5586839000461623,1,0,0,11929,4,real_solver:A2_NoJDE | archive=4 | walltime_hit=1 | init_best=0.907179 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed13,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2573.509385182817,2459.219666347162,1300.7593375066667,0.85552,0.8198133528240965,0.03570664717590344,4.173677666904741,1800.0985911999596,26.00142409511053,0.001373257366415478,1.6239093000767753,1,0,0,12604,52,real_solver:A2_NoJDE | archive=52 | walltime_hit=1 | init_best=0.855520 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed14,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2541.2919092872407,2364.8175921502852,1247.850171268289,0.840921,0.7953254331797766,0.045595566820223477,5.422098725114901,1800.095186999999,26.00137492333332,0.0017535829145445137,1.5728901999536902,1,0,0,11536,16,real_solver:A2_NoJDE | archive=16 | walltime_hit=1 | init_best=0.840921 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed15,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2637.3626508904663,2597.6139597561664,1372.315786182558,0.938256,0.8563892519882165,0.08186674801178351,8.725416945032434,1800.1076080000494,26.00155433777849,0.003148532851085625,1.5841166999889538,1,0,0,12935,7,real_solver:A2_NoJDE | archive=7 | walltime_hit=1 | init_best=0.938256 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed16,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2542.18555144033,2720.8814318374875,1441.130497765659,0.92518,0.8726712528799531,0.05250874712004694,5.675516885367922,1800.1160510999616,26.00167629366611,0.00201943699809992,1.5523433000780642,1,0,0,12718,12,real_solver:A2_NoJDE | archive=12 | walltime_hit=1 | init_best=0.925180 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed17,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2537.7522112482575,2364.7980066749224,1252.0147108518322,0.915039,0.7957638962520984,0.11927510374790162,13.034974875158504,1800.003626499907,26.000052382776435,0.004587494747776533,1.619654000038281,1,0,0,11702,23,real_solver:A2_NoJDE | archive=23 | walltime_hit=1 | init_best=0.915039 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed18,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2702.4948394936846,2728.9675651677157,1441.9317965662476,0.948782,0.8919647244993008,0.05681727550069926,5.9884436573100315,1800.0536658999044,26.00077517410973,0.0021852146761099285,1.6604256000136957,1,0,0,12836,5,real_solver:A2_NoJDE | archive=5 | walltime_hit=1 | init_best=0.948782 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed19,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2711.3566706401434,2333.169743080715,1231.5813572841612,0.962087,0.8080222070032556,0.15406479299674447,16.01360303140407,1800.003151700017,26.0000455245558,0.0059255585860893065,1.7064177999272943,1,0,0,12995,14,real_solver:A2_NoJDE | archive=14 | walltime_hit=1 | init_best=0.962087 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S1_balanced__A2_NoJDE__seed20,main,solomon,100,C109,clustered,S1_balanced,A2_NoJDE,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2604.3590484976908,2442.8761170527414,1292.2912293899485,0.903883,0.819864732076443,0.08401826792355704,9.295259223102663,1800.077493699966,26.001119353443954,0.003231332727697682,1.5538708000676706,1,0,0,12138,128,real_solver:A2_NoJDE | archive=128 | walltime_hit=1 | init_best=0.903883 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed01,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2889.604706180933,2717.2742607507907,1418.3196399677145,0.964429,0.844519305147751,0.119909694852249,12.433231979984944,1800.0565201999852,26.000816402888677,0.004611766530489677,1.7453530000057071,1,0,0,12715,8,real_solver:A2_NoJDE | archive=8 | walltime_hit=1 | init_best=0.964429 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed02,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2932.6641867745457,2941.2615348596087,1532.6291389907071,0.930724,0.8926701055257366,0.03805389447426344,4.088633630836149,1800.0578160999576,26.00083512144383,0.0014635643161660993,1.5796598000451922,1,0,0,12701,21,real_solver:A2_NoJDE | archive=21 | walltime_hit=1 | init_best=0.930724 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed03,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2968.583032693941,2798.4173961164224,1457.782439895433,0.98612,0.8684073713225496,0.11771262867745036,11.936947701846668,1800.0509323999286,26.00073569022119,0.004527280692358323,1.6147662999574095,1,0,0,12608,18,real_solver:A2_NoJDE | archive=18 | walltime_hit=1 | init_best=0.986120 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed04,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2807.394776049098,2855.106486836753,1487.2871211614524,0.931962,0.8622065390094206,0.06975546099057939,7.484796696708599,1800.0036629999522,26.000052909999308,0.002682896886096423,1.5808436999795958,1,0,0,12744,3,real_solver:A2_NoJDE | archive=3 | walltime_hit=1 | init_best=0.931962 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed05,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2972.8629263076364,2435.343619088217,1269.7858612275477,0.952283,0.7978084956883881,0.15447450431161192,16.22149133310286,1800.106836299994,26.001543190999914,0.005940974471279889,1.5456927000777796,1,0,0,12694,22,real_solver:A2_NoJDE | archive=22 | walltime_hit=1 | init_best=0.952283 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed06,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2992.5241732032155,2628.952737590389,1365.2387581156622,0.924934,0.836909356586192,0.088024643413808,9.516856706944278,1800.0382604000624,26.000552650223124,0.003385491246973653,1.6958252000622451,1,0,0,12792,10,real_solver:A2_NoJDE | archive=10 | walltime_hit=1 | init_best=0.924934 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed07,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3004.6083774274402,2699.9036738242276,1409.4321293286462,0.952239,0.8535002121758856,0.09873878782411438,10.369118238605475,1800.0822183999699,26.001187599110676,0.00379747222882587,1.561261499999091,1,0,0,12843,9,real_solver:A2_NoJDE | archive=9 | walltime_hit=1 | init_best=0.952239 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed08,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3011.000270201978,2840.0438447829038,1477.0822410049686,0.993254,0.8806881772318281,0.11256582276817184,11.333034930458055,1800.0442615000065,26.000639332777872,0.004329348264381523,1.6271871000062674,1,0,0,12826,28,real_solver:A2_NoJDE | archive=28 | walltime_hit=1 | init_best=0.993254 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed09,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2717.968438760239,2239.3540683443375,1169.9681337827908,0.96775,0.7323685357353025,0.23538146426469753,24.322548619446913,1800.02162210003,26.000312319222658,0.009053024493504808,1.636888699955307,1,0,0,12764,7,real_solver:A2_NoJDE | archive=7 | walltime_hit=1 | init_best=0.967750 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed10,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2826.052758649757,2883.533060191733,1499.177678125158,0.968391,0.8692419950480567,0.09914900495194334,10.238530196164911,1800.123903300031,26.001789714333782,0.003813160787824014,1.602974999928847,1,0,0,12743,31,real_solver:A2_NoJDE | archive=31 | walltime_hit=1 | init_best=0.968391 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed11,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2826.5768465169053,2822.505182171724,1467.0275688064187,0.916242,0.8572504835023919,0.05899151649760814,6.4384209081889,1800.0793040000135,26.001145502222418,0.002268804522191759,1.6603565000696108,1,0,0,12802,3,real_solver:A2_NoJDE | archive=3 | walltime_hit=1 | init_best=0.916242 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed12,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2787.5461034487703,2511.209428568002,1307.9529546015365,0.905844,0.7925285756682214,0.11331542433177855,12.509375160820026,1800.0748525001109,26.00108120277938,0.004358104320664393,1.5972022999776527,1,0,0,12745,5,real_solver:A2_NoJDE | archive=5 | walltime_hit=1 | init_best=0.905844 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed13,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2869.729026182368,2849.7092756314664,1486.1077595739098,0.882746,0.8681544235444812,0.014591576455518784,1.6529756527380224,1800.0393861000193,26.000568910333612,0.0005612021992995521,1.782516699982807,1,0,0,12724,16,real_solver:A2_NoJDE | archive=16 | walltime_hit=1 | init_best=0.882746 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed14,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2702.201750371951,2349.9954378083307,1223.0637136389046,0.933136,0.7515372939713091,0.18159870602869088,19.461118853917423,1800.0039455000078,26.00005699055567,0.0069845503067418385,1.6146594999590889,1,0,0,12632,19,real_solver:A2_NoJDE | archive=19 | walltime_hit=1 | init_best=0.933136 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed15,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2855.594492241827,2950.7419864209705,1543.767692431396,0.972994,0.8874169685235639,0.08557703147643614,8.795227049338038,1800.0560160999885,26.000809121444277,0.003291321861436078,1.6017934998963028,1,0,0,12878,22,real_solver:A2_NoJDE | archive=22 | walltime_hit=1 | init_best=0.972994 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed16,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2923.9290875488973,2376.0816430498976,1234.9695335787665,0.927772,0.7801717224433613,0.14760027755663874,15.909111026915959,1800.086743999971,26.001252968888473,0.005676660187616663,1.6509833000600338,1,0,0,12848,4,real_solver:A2_NoJDE | archive=4 | walltime_hit=1 | init_best=0.927772 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed17,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2900.7255208629504,2505.8196989231274,1301.6853952059266,0.89073,0.8029824659419692,0.08774753405803082,9.851193297411204,1800.0533969999524,26.000771289999314,0.003374805042486612,1.5740876999916509,1,0,0,12848,5,real_solver:A2_NoJDE | archive=5 | walltime_hit=1 | init_best=0.890730 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed18,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2922.7616279875215,2658.105301906587,1380.980549287379,0.93166,0.8352389332176152,0.09642106678238482,10.349383550048818,1800.0853654999519,26.001233057221526,0.0037083267001295174,1.6270045000128448,1,0,0,12805,14,real_solver:A2_NoJDE | archive=14 | walltime_hit=1 | init_best=0.931660 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed19,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2898.20028474038,2679.5250426197213,1390.9522467185702,0.986697,0.8365802073810639,0.15011679261893618,15.214072062541609,1800.0048644000199,26.00007026355584,0.005773707189913024,1.6007411999162287,1,0,0,12860,27,real_solver:A2_NoJDE | archive=27 | walltime_hit=1 | init_best=0.986697 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S2_peak_dirty__A2_NoJDE__seed20,main,solomon,100,C109,clustered,S2_peak_dirty,A2_NoJDE,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2681.7265809906526,2533.7655349889033,1320.7882128009119,0.870428,0.7857877678769679,0.08464023212303207,9.723978562618857,1800.0282197999768,26.000407619332996,0.0032553425070188722,1.855785800027661,1,0,0,12792,2,real_solver:A2_NoJDE | archive=2 | walltime_hit=1 | init_best=0.870428 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed01,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2889.6047061809336,2717.274260750791,924.0052468512156,0.929361,0.8107109591425399,0.11865004085746012,12.766840964647766,1800.0058427000185,26.000084394555824,0.004563448297202617,1.5638825000496581,1,0,0,12874,19,real_solver:A2_NoJDE | archive=19 | walltime_hit=1 | init_best=0.929361 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed02,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2744.686971875393,2393.129948444472,812.3504313747288,0.874535,0.7347777655407013,0.13975723445929866,15.980747992853193,1800.0880206000293,26.00127140866709,0.005375015408389334,1.6974506999831647,1,0,0,12949,8,real_solver:A2_NoJDE | archive=8 | walltime_hit=1 | init_best=0.874535 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed03,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2966.174413251743,2730.0790471852492,925.5489401340128,0.900746,0.820431336617406,0.08031466338259408,8.916460731726156,1800.0955611000536,26.001380327000774,0.003088861528600942,1.6072737999493256,1,0,0,12846,19,real_solver:A2_NoJDE | archive=19 | walltime_hit=1 | init_best=0.900746 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed04,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2807.394776049098,2855.106486836753,967.0091003680446,0.893344,0.8265328765156603,0.06681112348433971,7.478767807735844,1800.0034797000699,26.000050262334344,0.0025696536279826887,1.7127106999978423,1,0,0,12824,1,real_solver:A2_NoJDE | archive=1 | walltime_hit=1 | init_best=0.893344 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed05,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3041.019137109528,2518.6049090466186,847.6866628043498,0.923518,0.7874648443881719,0.13605315561182807,14.732052392246612,1800.1103055999847,26.00159330311089,0.005232493025554336,1.6471027999650687,1,0,0,12904,5,real_solver:A2_NoJDE | archive=5 | walltime_hit=1 | init_best=0.923518 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed06,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2761.83347463473,2717.5509102758238,917.6407384652621,0.874022,0.7954537758756004,0.07856822412439957,8.98927305312676,1800.041265900014,26.000596063000202,0.0030217854980719083,1.6324477000162005,1,0,0,12952,14,real_solver:A2_NoJDE | archive=14 | walltime_hit=1 | init_best=0.874022 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed07,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2843.4895291376374,2519.747356657955,850.1290726131622,0.89261,0.7673101233349767,0.1252998766650233,14.037471758665406,1800.0589252999052,26.000851143220853,0.004819068267220647,1.6268844000296667,1,0,0,12964,26,real_solver:A2_NoJDE | archive=26 | walltime_hit=1 | init_best=0.892610 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed08,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2753.4548168073434,2370.839660253605,807.5951113874814,0.897071,0.7323421371078727,0.1647288628921273,18.3629682480124,1800.0333636000287,26.00048191866708,0.006335608063243627,1.7097111000912264,1,0,0,12788,4,real_solver:A2_NoJDE | archive=4 | walltime_hit=1 | init_best=0.897071 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed09,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2825.7527425160465,2476.132367322241,839.7888747404247,0.927776,0.7585633973916579,0.16921260260834214,18.23851906153448,1800.0344814000418,26.000498064667273,0.0065080523529773985,1.5846745000453666,1,0,0,12931,5,real_solver:A2_NoJDE | archive=5 | walltime_hit=1 | init_best=0.927776 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed10,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3014.0112511242587,2712.210092939581,906.6845130697608,0.927211,0.8186771467829077,0.1085338532170923,11.705410442401169,1800.1047908000182,26.00151364488915,0.004174135963750929,1.6420469000004232,1,0,0,12997,26,real_solver:A2_NoJDE | archive=26 | walltime_hit=1 | init_best=0.927211 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed11,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2794.869090285083,2769.9152430784343,948.3325643741555,0.945667,0.8122086898371575,0.1334583101628425,14.112611539034617,1800.003276500036,26.00004732722274,0.0051330025858494525,1.5677390000782907,1,0,0,12931,12,real_solver:A2_NoJDE | archive=12 | walltime_hit=1 | init_best=0.945667 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed12,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3130.8781483644516,2591.982224235678,870.6455790058201,0.936121,0.8100643399155308,0.12605666008446914,13.465851111605138,1800.0032392999856,26.000046789888682,0.004848324355073549,1.6471270000329241,1,0,0,12903,6,real_solver:A2_NoJDE | archive=6 | walltime_hit=1 | init_best=0.936121 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed13,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3020.792205018058,2551.2053273942797,862.2935674915433,0.897201,0.7923398870297249,0.10486111297027512,11.687583158096693,1800.010389400064,26.000150069112035,0.0040330964510412294,1.5783405000111088,1,0,0,12892,12,real_solver:A2_NoJDE | archive=12 | walltime_hit=1 | init_best=0.897201 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed14,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2772.4763093012025,2738.64774083387,934.7557987764179,0.893401,0.8032233640470959,0.09017763595290407,10.093746923599154,1800.0259682999458,26.000375097665884,0.003468320576690431,1.5737807999830693,1,0,0,13051,4,real_solver:A2_NoJDE | archive=4 | walltime_hit=1 | init_best=0.893401 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed15,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3059.809457631849,2505.842290336793,848.8331388058028,0.931266,0.7885898349842941,0.1426761650157059,15.320667243913757,1800.050191599992,26.000724989777662,0.005487391796644127,1.6972194999689236,1,0,0,12733,128,real_solver:A2_NoJDE | archive=128 | walltime_hit=1 | init_best=0.931266 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed16,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2842.6372898198656,2579.2320691575237,867.8492464626884,0.889824,0.7775774840587166,0.11224651594128332,12.614462628708973,1800.0188247999176,26.000271913776587,0.004317128540559917,1.6883856999920681,1,0,0,12820,10,real_solver:A2_NoJDE | archive=10 | walltime_hit=1 | init_best=0.889824 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed17,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2984.1804164836926,2802.925007283011,947.3917514499491,0.953855,0.8350624042829105,0.11879259571708956,12.453946953896509,1800.0392402000725,26.000566802889935,0.004568846387759742,1.567143899970688,1,0,0,12897,25,real_solver:A2_NoJDE | archive=25 | walltime_hit=1 | init_best=0.953855 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed18,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2907.588162267468,2748.9969295563737,929.6145955918113,0.930777,0.8170874292918083,0.11368957070819163,12.214480021336113,1800.068671300076,26.000991918778876,0.004372508982093134,1.6880983000155538,1,0,0,12897,9,real_solver:A2_NoJDE | archive=9 | walltime_hit=1 | init_best=0.930777 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed19,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3006.6142948308116,2915.5840226512487,996.0627973038056,0.897037,0.8611975463219914,0.03583945367800856,3.9953149845556606,1800.0929082999937,26.001342008777687,0.0013783693805461913,1.7079094999935478,1,0,0,12849,11,real_solver:A2_NoJDE | archive=11 | walltime_hit=1 | init_best=0.897037 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
C109__S3_mixed_fleet_arc__A2_NoJDE__seed20,main,solomon,100,C109,clustered,S3_mixed_fleet_arc,A2_NoJDE,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2957.7760883237206,2625.6910331618487,884.1644015415347,0.943675,0.7985453479836191,0.14512965201638095,15.379198560561735,1800.0716866999865,26.00103547455536,0.005581687396965593,1.5557123000035062,1,0,0,12903,1,real_solver:A2_NoJDE | archive=1 | walltime_hit=1 | init_best=0.943675 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c109.txt
