method_id,runs,accepted_rate,strict_duty_rate,median_j,mean_j,std_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh,rel_gap_vs_ede_pct
EDE,810,100.0,100.0,0.7390293081774348,0.7361369190046994,0.05500994026808664,2582.8599347725094,2178.032792735402,1055.5339947802204,1800.061450150024,26.000887613278124,0.00623056174970655,0.0
HGS_MS,810,100.0,100.0,0.7716177015050286,0.7758504244287515,0.05794541204131183,2655.4267004671465,2398.782237170997,1121.2824015381864,1800.063740600017,26.000920697555802,0.0,4.223385915594032
A1_NoSeed,810,100.0,100.0,0.8232164765776974,0.8229886328695833,0.04257219390135174,2818.101155419492,2593.1072255068716,1246.3861248193616,1800.063340099994,26.000914912555473,0.00636788051428825,10.226613630262625
ALNS_MS,810,100.0,100.0,0.8469897954759309,0.8446429653579449,0.03327261448009739,2834.4435013247867,2748.304271249769,1355.8422083748728,1800.1800406000548,26.00260058644524,0.0,12.746374026599945
ILS_MS,810,100.0,100.0,0.8554656698683003,0.8468984485915737,0.04411587951548642,2864.9019674939364,2767.857675704301,1378.840788214165,1800.0585631499998,26.000845912166668,0.0,13.610874847706155
A2_NoJDE,810,100.0,100.0,0.856044095539878,0.8525929592426961,0.03904869227301155,2941.9206328074224,2695.6248771462406,1291.0669970608424,1800.0639309000398,26.000923446333907,0.00272258783788435,13.669247644146873
A3_NoLNS,810,100.0,100.0,0.8932775526302728,0.8989433547322618,0.040137610876854544,3048.4349311440583,2887.5602794522165,1418.0155908443062,1800.0694334500004,26.00100292761112,0.00100069938940525,17.267672740532998
StdDE,810,100.0,100.0,0.9005358039197195,0.9356839828973154,0.10099714038149862,3219.8697604099407,2978.507719949804,1413.9906964873471,1800.0692199999903,26.000999844444305,0.00358492532982895,17.934489116290884
