compare_method,n_pairs,wins_EDE_lower,losses_EDE_higher,ties,win_rate_pct,median_diff_EDE_minus_compare,median_abs_improvement,rank_biserial,wilcoxon_stat,p_value,p_holm
HGS_MS,810,648,162,0,80.0,-0.029021593431264925,0.029021593431264925,0.6,36135.0,2.0663866028368502e-82,2.0663866028368502e-82
A1_NoSeed,810,777,33,0,95.92592592592592,-0.09192426238696322,0.09192426238696322,0.9185185185185185,1962.0,4.480038014113191e-131,1.3440114042339574e-130
ALNS_MS,810,802,8,0,99.01234567901234,-0.1129202557885628,0.1129202557885628,0.980246913580247,93.0,4.578186945916032e-134,2.2890934729580163e-133
A2_NoJDE,810,800,10,0,98.76543209876543,-0.11771950522114849,0.11771950522114849,0.9753086419753086,194.0,6.65543110872437e-134,2.662172443489748e-133
ILS_MS,810,747,63,0,92.22222222222223,-0.1242626998645881,0.1242626998645881,0.8444444444444444,4400.0,3.1697303736539577e-127,6.3394607473079154e-127
A3_NoLNS,810,809,1,0,99.87654320987654,-0.15903465516939758,0.15903465516939758,0.9975308641975309,1.0,3.2553879239366746e-134,2.278771546755672e-133
StdDE,810,808,2,0,99.75308641975309,-0.1860174056448789,0.1860174056448789,0.9950617283950617,9.0,3.353385562952696e-134,2.278771546755672e-133
