run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C101__S2_peak_dirty__EDE__seed11,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2365.2767876022235,2008.6288559617485,1049.6714302798334,0.871639,0.8194554151980449,0.052183584801955174,5.986834549848638,1800.007298899931,26.00010542855456,0.002007052815433766,20.56216630002018,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=0.871639 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed12,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2194.9149488165663,1935.3185790809632,1010.1833756100127,0.972601,0.7796273690773988,0.19297363092260122,19.840986275214732,1800.0044888999546,26.00006483966601,0.007422044218451269,2.7005135000217706,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=0.972601 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed13,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2333.0901219415355,1911.80125155415,998.6538020860941,0.919235,0.7892045599029824,0.13003044009701759,14.145505784376963,1801.1992866999935,26.01732303011102,0.004997840859589109,22.227609500056133,1,0,0,0,3,real_solver:EDE | archive=3 | walltime_hit=1 | init_best=0.919235 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed14,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2341.856129918569,1977.3697909891275,1029.8469370860555,0.933172,0.8073233153419676,0.12584868465803245,13.48611881389845,1800.3798653000267,26.005486943222607,0.0048393127547581025,22.54940230003558,1,0,0,0,1,real_solver:EDE | archive=1 | walltime_hit=1 | init_best=0.933172 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed15,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2355.131661582303,1915.6384960378891,999.2295714607874,0.854022,0.7924012176051463,0.06162078239485369,7.215362413948785,1800.0262876999332,26.000379711221257,0.002369995480037523,14.57489260006696,1,0,0,0,3,real_solver:EDE | archive=3 | walltime_hit=1 | init_best=0.854022 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed16,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2330.5273509218823,1914.159889046979,1001.0870081828194,0.914337,0.7898694092791381,0.12446759072086189,13.61287913765514,1800.4572141999379,26.006604205110214,0.004785999346135487,21.772697999957018,1,0,0,0,3,real_solver:EDE | archive=3 | walltime_hit=1 | init_best=0.914337 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed17,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2338.9957432612596,1933.6260298614009,1010.9918699455861,1.028049,0.7960877023502487,0.23196129764975126,22.56325307935237,1800.1511271999916,26.00218294844432,0.008920839381434674,19.984485600027256,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed18,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2481.551555441659,1912.2868207793351,995.6804018550631,0.937534,0.805476693542992,0.13205730645700797,14.08560185092039,1800.0866612999234,26.00125177433223,0.005078882647772042,20.769768700003624,1,0,0,0,3,real_solver:EDE | archive=3 | walltime_hit=1 | init_best=0.937534 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed19,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2357.2491720970793,2011.291088622217,1046.2184053855133,1.011604,0.8179999858340326,0.1936040141659674,19.138320347286825,1800.1257900999626,26.00181696811057,0.007445787900261329,22.078136200085282,1,0,0,0,1,real_solver:EDE | archive=1 | walltime_hit=1 | init_best=1.011604 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__EDE__seed20,main,solomon,100,C101,clustered,S2_peak_dirty,EDE,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2352.9227990860095,1980.8229879559435,1034.6975992801638,0.974337,0.8103280920442798,0.1640089079557202,16.83287281050809,1800.0456772000762,26.00065978177888,0.00630787485133961,21.456215600017458,1,0,0,1199,30,real_solver:EDE | archive=30 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | ede_route_shake=1 | walltime_hit=1 | init_best=0.974337 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
