run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed04,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2942.0747103900662,2531.092516766357,855.6894963579372,1.056241,0.7954225971952024,0.2608184028047976,24.693076940281397,1800.011724699987,26.00016935677759,0.010031411689124588,1.4183199000544846,1,0,0,10575,2,real_solver:A1_NoSeed | archive=2 | walltime_hit=1 | init_best=1.056241 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed05,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2731.145145795312,2632.512070976874,887.0217866056221,1.030388,0.7955671886838896,0.23482081131611043,22.789552218786554,1800.0340448000934,26.00049175822357,0.009031398848132944,1.416698700049892,1,0,0,10582,69,real_solver:A1_NoSeed | archive=69 | walltime_hit=1 | init_best=1.030388 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed06,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3170.4603017315408,2690.0311043117636,901.4281481482186,1.020017,0.8470944316463623,0.17292256835363762,16.952910427339702,1800.0263526001945,26.000380648669477,0.0066507706441015745,1.5017005000263453,1,0,0,10484,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.020017 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed07,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3271.7385626960026,2841.434560561429,946.1251309908904,1.02524,0.8857407602967262,0.13949923970327371,13.606496011009494,1800.0859656000976,26.001241725334744,0.00536509914322093,1.4984101001173258,1,0,0,10379,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.025240 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed08,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3007.777856654608,2663.9979427739872,895.2001690571773,1.088172,0.8272518232004021,0.2609201767995978,23.977843282091232,1800.0632488999981,26.000913595222194,0.010035038801388242,1.4234298998489976,1,0,0,10445,1,real_solver:A1_NoSeed | archive=1 | walltime_hit=1 | init_best=1.088172 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed09,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3254.8911669260483,2825.4219556405114,945.2564680882068,1.032413,0.8822221045708606,0.15019089542913944,14.54755949693964,1800.0454017999582,26.000655803777175,0.00577642720101394,1.6216294998303056,1,0,0,10248,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.032413 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed10,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3140.784170066158,2619.1237966056665,884.953172332364,1.058344,0.8319831703543215,0.2263608296456785,21.388209282206777,1800.0033193000127,26.000047945444628,0.008706169700942352,1.420456500025466,1,0,0,10375,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.058344 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed11,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2958.753685144091,2635.6566032521896,881.881524412453,1.039313,0.8157280880136729,0.22358491198632702,21.51276006230337,1800.0409790000413,26.000591918889484,0.008599223920894359,1.5249429000541568,1,0,0,10390,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.039313 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed12,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3242.852746313519,2819.7080327697126,938.990887163419,1.038085,0.8786347839301953,0.15945021606980458,15.360034685965465,1800.0315638999455,26.000455922999212,0.006132593079983639,1.4269230999052525,1,0,0,10255,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.038085 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed13,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3157.6446210953854,2666.1778707714834,899.3876469852429,1.075847,0.8427837380834013,0.23306326191659865,21.663234820248476,1800.0900774002075,26.001301118003,0.008963523050591816,1.4925212000962347,1,0,0,10449,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.075847 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed14,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3055.492747122698,2615.9355742495945,880.3431117669969,1.107814,0.8222789067291187,0.28553509327088133,25.774642067249673,1800.1092198998667,26.00157762077585,0.010981452642424755,1.4268881999887526,1,0,0,10255,102,real_solver:A1_NoSeed | archive=102 | walltime_hit=1 | init_best=1.107814 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed15,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3167.757909083004,2590.8062607750367,867.5844845862779,1.059567,0.826391304661144,0.23317569533885596,22.00669663540446,1800.0372935000341,26.00053868388938,0.008968110167784244,1.5023078999947757,1,0,0,10187,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.059567 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed16,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3141.267061558489,2643.629827386003,884.6539650846726,1.0349,0.834511344931872,0.20038865506812797,19.363093542190356,1800.011458199937,26.000165507332422,0.007707206902648965,1.6196469999849796,1,0,0,10170,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.034900 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed17,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3020.98347212994,2759.8000837626255,926.2727789742057,1.012487,0.8477594226931996,0.16472757730680032,16.269599244908857,1800.1027065999806,26.001483539777496,0.00633531456214017,1.5031746001914144,1,0,0,10333,32,real_solver:A1_NoSeed | archive=32 | walltime_hit=1 | init_best=1.012487 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed18,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2979.599089473856,2800.118924310574,938.8190536657112,1.04378,0.8518283937618752,0.19195160623812468,18.390044476625793,1800.0698677001055,26.001009200112634,0.007382467532733044,1.4414373999461532,1,0,0,10343,29,real_solver:A1_NoSeed | archive=29 | walltime_hit=1 | init_best=1.043780 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed19,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3211.0800733225533,2642.8577477386043,888.2901437788205,1.054886,0.8420589325928406,0.2128270674071594,20.175361831246164,1800.0825194998179,26.001191948330703,0.008185281191342578,1.5463616999331862,1,0,0,10265,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.054886 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
RC108__S3_mixed_fleet_arc__A1_NoSeed__seed20,main,solomon,100,RC108,mixed,S3_mixed_fleet_arc,A1_NoSeed,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2820.409984046243,2432.8515544377487,817.0078297734686,1.014522,0.7622262395530311,0.2522957604469688,24.86843660827156,1800.0932463998906,26.001346892442864,0.00970318043486805,1.5423373999074101,1,0,0,10252,7,real_solver:A1_NoSeed | archive=7 | walltime_hit=1 | init_best=1.014522 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc108.txt
C201__S1_balanced__A1_NoSeed__seed01,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1500.110763806153,2613.218030143589,1385.4211708648786,1.162767,0.8177046981726392,0.34506230182736086,29.675962753273947,1800.082732199924,26.00119502066557,0.01327101702645235,1.681646800134331,1,0,0,9728,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.162767 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed02,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1251.2214854762303,2534.525932740794,1343.2307569439172,0.952792,0.7537754344778084,0.1990165655221916,20.887724238048975,1800.0584149998613,26.000843772220218,0.007654234888131768,1.4877426999155432,1,0,0,10022,18,real_solver:A1_NoSeed | archive=18 | walltime_hit=1 | init_best=0.952792 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed03,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1431.166815983575,2543.3129386097125,1345.7318523697345,1.004084,0.7897823918380262,0.21430160816197374,21.34299602044986,1800.0864814999513,26.00124917722152,0.008241973556782547,1.5542991000693291,1,0,0,9940,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.004084 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed04,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1451.9386585785953,2602.7224799943415,1378.4145912022998,0.943756,0.8060320644895275,0.13772393551047257,14.593171912069705,1800.1038420000114,26.001499940000166,0.005296768872114218,1.5067020000424236,1,0,0,9960,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.943756 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed05,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1250.4068528787357,2598.2929972408274,1376.2083804396145,0.950294,0.7663673305350241,0.18392666946497582,19.354712274830295,1800.082528800005,26.00119208266674,0.007073778343708612,1.502353799995035,1,0,0,10123,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.950294 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed06,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1457.2317274567142,2508.304263740065,1328.3085382676873,0.996972,0.787930785392546,0.20904121460745395,20.967611388028345,1800.0680931999814,26.000983568444177,0.008039742575782965,1.5532096999231726,1,0,0,9824,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.996972 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed07,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1481.098564207745,2578.197442425143,1363.9773801221859,0.970245,0.806407730474947,0.16383726952505306,16.886175092379045,1800.1286512999795,26.00185829655526,0.006300983093456759,1.586026299977675,1,0,0,9986,5,real_solver:A1_NoSeed | archive=5 | walltime_hit=1 | init_best=0.970245 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed08,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1473.7647284616812,2535.7541650427534,1341.923923750462,0.997291,0.796490668567388,0.200800331432612,20.134577714289208,1800.0031715999357,26.000045811999072,0.00772307606242533,1.631402499973774,1,0,0,9932,17,real_solver:A1_NoSeed | archive=17 | walltime_hit=1 | init_best=0.997291 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed09,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1257.2204466924595,2688.276897375988,1424.7032863156217,0.967075,0.786042707926273,0.18103229207372706,18.719571085358123,1800.0765925000887,26.001106336112393,0.006962484201000905,1.531389200128615,1,0,0,10156,22,real_solver:A1_NoSeed | archive=22 | walltime_hit=1 | init_best=0.967075 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed10,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1403.461733307983,2429.2568443711248,1287.1220423431876,1.048641,0.7617178376838503,0.28692316231614967,27.36142896531317,1800.0258289000485,26.00037308411181,0.011035347892430105,1.4432531998027116,1,0,0,9854,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.048641 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed11,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1272.6176316255896,2660.214018776461,1407.515821492131,0.959103,0.7828861468452674,0.17621685315473268,18.37308955917484,1800.002936600009,26.000042417555687,0.0067775602179690276,1.4543705999385566,1,0,0,9828,26,real_solver:A1_NoSeed | archive=26 | walltime_hit=1 | init_best=0.959103 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed12,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1512.7355222341064,2587.6415587945467,1369.2308944101705,1.098911,0.8144564860678555,0.2844545139321445,25.885127542825987,1800.0032944001723,26.000047585780266,0.010940538204542211,1.4626277000643313,1,0,0,9905,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.098911 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed13,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1532.8434075583316,2741.47726200064,1449.6436477868165,1.002723,0.8492462375564284,0.15347676244357167,15.305998011771115,1800.0072288000956,26.00010441600138,0.005902928695513878,1.4451557998545468,1,0,0,9842,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.002723 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed14,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1320.293218371803,2697.9533466661105,1426.7945330326447,1.083892,0.799563402561687,0.28432859743831307,26.23218894855881,1800.0701405999716,26.00101314199959,0.010935289170676023,1.4703911000397056,1,0,0,10108,6,real_solver:A1_NoSeed | archive=6 | walltime_hit=1 | init_best=1.083892 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed15,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1541.8577167336985,2716.073440240635,1438.2506293861222,0.968104,0.8462353498747727,0.1218686501252273,12.588384112164324,1800.0031971998978,26.000046181776302,0.004687247448454391,1.508438300108537,1,0,0,9813,46,real_solver:A1_NoSeed | archive=46 | walltime_hit=1 | init_best=0.968104 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed16,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1315.845287285881,2733.5041182932605,1448.523750774898,1.044216,0.8064523881284855,0.2377636118715145,22.76958137698661,1800.0134823999833,26.000194745777538,0.009144685807021796,1.5230441999156028,1,0,0,9808,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.044216 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed17,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1491.9742469103633,2620.6108516495015,1388.5808025071701,1.026406,0.8174898666166787,0.20891613338332127,20.35414186816146,1800.0035246999469,26.000050912332565,0.00803522016505846,1.5078211000654846,1,0,0,9696,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.026406 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed18,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1441.1298559876084,2605.2447199857907,1381.313752609752,1.002378,0.8047597373414014,0.1976182626585986,19.714944128721758,1800.1116207998712,26.001612300442584,0.007600231107793068,1.4787860999349505,1,0,0,9930,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.002378 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed19,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1283.5945200122794,2681.8053942503257,1415.665105689348,0.927593,0.7887405789897285,0.1388524210102715,14.969110483829816,1800.1751623000018,26.00253012211114,0.005339958087086262,1.4568290999159217,1,0,0,9817,29,real_solver:A1_NoSeed | archive=29 | walltime_hit=1 | init_best=0.927593 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S1_balanced__A1_NoSeed__seed20,main,solomon,100,C201,clustered,S1_balanced,A1_NoSeed,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1276.9663755014922,2574.9059717387454,1362.1839098626356,0.957538,0.7664364120852968,0.19110158791470322,19.957598331836774,1800.0560540999286,26.000809670332302,0.007349832191293482,1.8831207000184804,1,0,0,9861,9,real_solver:A1_NoSeed | archive=9 | walltime_hit=1 | init_best=0.957538 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed01,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1469.3507131780332,2576.080852757356,1348.891176197871,1.164009,0.8031891582665862,0.36081984173341386,30.998028514677618,1800.052653099876,26.000760544775986,0.013877280286168744,1.4756114000920206,1,0,0,9498,52,real_solver:A1_NoSeed | archive=52 | walltime_hit=1 | init_best=1.164009 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed02,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1482.2513528460536,2532.732140860602,1326.7096886873533,0.951735,0.7970160380716046,0.1547189619283954,16.25651698512668,1800.0692666000687,26.001000517556548,0.005950500321090535,1.4722873999271542,1,0,0,9713,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.951735 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed03,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1437.7910319720713,2430.626297797344,1277.5154376164298,1.002781,0.7686543980795579,0.234126601920442,23.34773015448458,1800.0603178001475,26.000871257113243,0.009004567562573132,1.5004002000205219,1,0,0,9863,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.002781 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed04,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1456.2136534193846,2520.1987572929356,1316.5920770585972,0.942415,0.7887885916166928,0.1536264083833072,16.301354327266353,1800.1114145000465,26.001609320556227,0.005908342306406934,1.5430112001486123,1,0,0,9920,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.942415 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed05,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1256.0832848364394,2540.988224762026,1334.3950634028959,0.949425,0.7557923736250686,0.1936326263749314,20.39472589987955,1800.0030314000323,26.000043786889357,0.007447396164485367,1.4919664000626653,1,0,0,9981,5,real_solver:A1_NoSeed | archive=5 | walltime_hit=1 | init_best=0.949425 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed06,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1510.688082075692,2569.4674038009966,1339.4672916165223,0.995565,0.8086646485358248,0.18690035146417527,18.7732947084495,1800.0619628001004,26.000895018223673,0.007188227610364157,1.4768890999257565,1,0,0,9780,28,real_solver:A1_NoSeed | archive=28 | walltime_hit=1 | init_best=0.995565 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed07,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1532.6577593182162,2609.4195721844776,1368.7754355459556,0.968113,0.8225766511639846,0.1455363488360154,15.032991896195528,1800.0197982001118,26.000285974001617,0.005597490311512,1.4760604999028146,1,0,0,9857,43,real_solver:A1_NoSeed | archive=43 | walltime_hit=1 | init_best=0.968113 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed08,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1316.9085916279528,2662.8031566338436,1395.0795426733093,0.9962,0.7915102950999104,0.20468970490008953,20.547049277262552,1800.0868767001666,26.001254885669074,0.007872301002399192,1.4986781999468803,1,0,0,9965,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.996200 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed09,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1426.870907403726,2451.6271596234164,1286.9808852581464,0.965883,0.7704997637721607,0.19538323622783937,20.228457921698524,1800.0730956001207,26.001055825335076,0.007514434703742323,1.4545444999821484,1,0,0,8742,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.965883 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed10,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1262.9070256515647,2616.238549853476,1370.099361989313,1.047823,0.7715944366367539,0.2762285633632461,26.362139728107334,1800.0668886001222,26.00096616866843,0.010623780730737067,1.5363133999053389,1,0,0,9537,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=1.047823 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed11,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1478.0046352515953,2587.89747072195,1359.1288946955406,0.985666,0.8080206767097903,0.17764532329020977,18.02287217883236,1800.0892704999999,26.001289462777777,0.006832173594487245,1.6820474999999533,1,0,0,7860,128,real_solver:A1_NoSeed | archive=128 | walltime_hit=1 | init_best=0.985666 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed12,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1465.1131720791232,2653.338994298445,1388.8540281204505,1.06438,0.8178841577752197,0.24649584222478038,23.15863152490467,1800.1605866000004,26.002319584222228,0.00947976358133641,1.9463086000000658,1,0,0,6945,91,real_solver:A1_NoSeed | archive=91 | walltime_hit=1 | init_best=1.064380 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
C201__S2_peak_dirty__A1_NoSeed__seed13,main,solomon,100,C201,clustered,S2_peak_dirty,A1_NoSeed,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,1482.6827131020266,2500.8510043596525,1311.7115867815737,1.001909,0.7909855135324503,0.21092348646754966,21.052160073175276,1800.0766766000006,26.0011075508889,0.008112096227237013,1.3578861999994842,1,0,0,8070,17,real_solver:A1_NoSeed | archive=17 | walltime_hit=1 | init_best=1.001909 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c201.txt
