run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C1_2_5__S1_balanced__ALNS_MS__seed20,main,hg,200,C1_2_5,clustered,S1_balanced,ALNS_MS,20,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6458.692266787931,7671.571152516548,3959.1983577028695,0.9319738123757757,0.9319738123757757,0.0,0.0,3600.468283599941,86.01118677488748,0.0,0.7085924000712112,1,0,0,76,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed01,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5625.101913675246,6711.946358122788,3370.7324223544183,0.8144408757884699,0.8144408757884699,0.0,0.0,3600.40509809996,86.00967734349905,0.0,0.7251222999766469,1,0,0,99,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed02,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,2,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5474.179459145373,6506.672301872711,3266.4572546378963,0.790438926885499,0.790438926885499,0.0,0.0,3600.4047517,86.00966906838889,0.0,0.7953707999549806,1,0,0,109,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed03,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,3,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6026.829089227038,7101.300372196249,3563.930225495288,0.8650786590024336,0.8650786590024336,0.0,0.0,3600.473716800101,86.01131656800241,0.0,0.7302127999719232,1,0,0,176,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed04,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,4,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6322.753540312615,7378.961302532355,3696.8358962107322,0.9012426425046027,0.9012426425046027,0.0,0.0,3600.467143099988,86.01115952961082,0.0,0.7210769000230357,1,0,0,76,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed05,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,5,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5990.69963419757,7005.352288677094,3514.8308312643653,0.8554653058683663,0.8554653058683663,0.0,0.0,3600.687632099958,86.01642676683234,0.0,0.7647706000134349,1,0,0,192,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed06,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,6,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6274.298804623638,7483.61703759639,3754.016879663328,0.9078494575011294,0.9078494575011294,0.0,0.0,3600.489932299941,86.01170393827637,0.0,0.7525714000221342,1,0,0,96,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed07,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,7,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6399.427005816541,7371.959941316939,3702.044951773831,0.905023242988707,0.905023242988707,0.0,0.0,3600.458311000024,86.01094854055613,0.0,0.7045237999409437,1,0,0,83,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed08,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,8,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6108.438317896387,7238.109887670273,3629.673378129615,0.879868763312329,0.879868763312329,0.0,0.0,3600.4932075999677,86.01178218155478,0.0,0.7199686000822112,1,0,0,126,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed09,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,9,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6881.115968261756,7621.086898836283,3821.713897998431,0.9477739250375402,0.9477739250375402,0.0,0.0,3600.419139400008,86.01001277455575,0.0,0.7147989000659436,1,0,0,86,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed10,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,10,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6402.967496378657,7085.059515002409,3556.8752571331875,0.8817115202161979,0.8817115202161979,0.0,0.0,3600.653727900004,86.01561683316676,0.0,0.7980429999297485,1,0,0,117,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed11,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,11,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6163.594245020922,7098.824731728548,3562.178940578384,0.8713321974941738,0.8713321974941738,0.0,0.0,3600.6738810999996,86.01609827072221,0.0,0.6730597999994643,1,0,0,87,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed12,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,12,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6302.14977735802,7473.4240118553735,3751.0793702020496,0.9085187189112055,0.9085187189112055,0.0,0.0,3600.4478099000007,86.01069768094446,0.0,0.7692770000012388,1,0,0,129,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed13,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,13,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6515.508776847269,7244.4158374262615,3626.8867995103533,0.8992357869839998,0.8992357869839998,0.0,0.0,3600.544232100001,86.01300110016668,0.0,0.7104553999997734,1,0,0,130,10,real_solver:ALNS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed14,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,14,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5917.560845417844,6903.807138591015,3467.4903470274808,0.8440090519725733,0.8440090519725733,0.0,0.0,3600.435420900001,86.01040172150003,0.0,0.7150521000003209,1,0,0,90,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed15,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,15,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6217.753025203929,7427.276501523227,3729.6941425841096,0.9008927008529691,0.9008927008529691,0.0,0.0,3600.3336428000002,86.00797035577779,0.0,0.7921449000023131,1,0,0,91,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed16,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,16,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6001.826265083175,7014.580063637924,3519.9218396711976,0.8567833370860178,0.8567833370860178,0.0,0.0,3600.549489400004,86.01312669122231,0.0,0.7519271000019216,1,0,0,100,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed17,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,17,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5973.27204916509,7239.35854303708,3630.6807624513735,0.8735807565530417,0.8735807565530417,0.0,0.0,3600.5605665999974,86.01339131322216,0.0,0.9077735999962897,1,0,0,130,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed18,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,18,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6444.033961751072,7608.2939356423885,3811.28510544269,0.9256429425802734,0.9256429425802734,0.0,0.0,3600.5952656999943,86.01422023616654,0.0,1.0413151000029757,1,0,0,114,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed19,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,19,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6323.266889953514,7488.159772960642,3752.486649539843,0.9102360971225419,0.9102360971225419,0.0,0.0,3600.7251625999997,86.01732332877778,0.0,0.7672814999968978,1,0,0,87,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S2_peak_dirty__ALNS_MS__seed20,main,hg,200,C1_2_5,clustered,S2_peak_dirty,ALNS_MS,20,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6534.028299722236,7239.6377089849275,3633.828290624365,0.9004852654525858,0.9004852654525858,0.0,0.0,3600.4972788000014,86.01187943800004,0.0,0.997604100004537,1,0,0,130,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed01,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6392.669662937038,7693.542638397562,2434.6549490504804,0.9307819324022812,0.9307819324022812,0.0,0.0,3600.624165999994,86.01491063222208,0.0,0.7565705000015441,1,0,0,77,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed02,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,2,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5662.805366476252,6687.148980478551,2117.7682448161518,0.8142837704738105,0.8142837704738105,0.0,0.0,3600.389426499998,86.00930296638883,0.0,0.8620742999992217,1,0,0,151,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed03,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,3,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6033.031565664659,6908.681704818369,2182.765826829381,0.8492694009693165,0.8492694009693165,0.0,0.0,3600.4009036999996,86.00957714394443,0.0,0.7272689000019454,1,0,0,142,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed04,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,4,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6307.582407237567,7558.7469888662545,2388.143905138775,0.9152556619086173,0.9152556619086173,0.0,0.0,3600.5586034000007,86.01334441455556,0.0,0.7040147000006982,1,0,0,82,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed05,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,5,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5899.984210106,6997.945425723817,2218.1134561229096,0.8511408127388206,0.8511408127388206,0.0,0.0,3600.510441300001,86.01219387550002,0.0,0.8399701999951503,1,0,0,213,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed06,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,6,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6379.738531279188,7331.053995269009,2317.75025749273,0.9003377269036825,0.9003377269036825,0.0,0.0,3600.6396385000116,86.01528025305583,0.0,0.7165788999991491,1,0,0,129,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed07,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,7,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5968.324736930878,7194.664223571098,2281.340114454333,0.870547664388787,0.870547664388787,0.0,0.0,3600.3981797000015,86.00951207061114,0.0,0.705197400006,1,0,0,113,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed08,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,8,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7254.723263690066,7405.062272650637,2343.0381853872414,0.9481749971139976,0.9481749971139976,0.0,0.0,3600.465274999995,86.01111490277766,0.0,0.9478508000029251,1,0,0,98,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed09,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,9,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6071.8039584807375,7351.274664327762,2327.426295066873,0.8877808595615836,0.8877808595615836,0.0,0.0,3600.6104226000025,86.01458231766672,0.0,0.7046235000016168,1,0,0,90,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed10,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,10,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6153.491792319417,7103.648986908416,2248.774709321296,0.8714395027689409,0.8714395027689409,0.0,0.0,3600.426387200001,86.01018591644446,0.0,0.7087954000016907,1,0,0,212,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed11,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,11,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6563.533845253362,7484.4929690711915,2369.1290380505584,0.9219394525094499,0.9219394525094499,0.0,0.0,3600.3734885999875,86.00892222766636,0.0,0.8507704999938142,1,0,0,73,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed12,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,12,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5973.454028829013,7266.11089127878,2295.6662388686127,0.8755469962037501,0.8755469962037501,0.0,0.0,3600.475575599994,86.01136097266652,0.0,0.7296295999985887,1,0,0,212,7,real_solver:ALNS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed13,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,13,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5896.276738948999,7080.772011740124,2236.819595959893,0.8567483915369501,0.8567483915369501,0.0,0.0,3600.3751251000067,86.00896132183348,0.0,0.7668020999990404,1,0,0,140,9,real_solver:ALNS_MS | archive=9 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed14,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,14,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6503.19650156591,7428.736455690718,2348.084650425434,0.9140900733938028,0.9140900733938028,0.0,0.0,3600.6286882999993,86.01501866494444,0.0,0.7696072999970056,1,0,0,77,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed15,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,15,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5869.251572783151,7155.88360421834,2269.3284898702877,0.8627139804899251,0.8627139804899251,0.0,0.0,3600.5144658999925,86.01229001872204,0.0,0.7842032999906223,1,0,0,166,7,real_solver:ALNS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed16,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,16,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6727.016930113406,7257.5629887925015,2301.9997343087557,0.9118117344643122,0.9118117344643122,0.0,0.0,3600.6215875999915,86.01484903711092,0.0,0.789099499990698,1,0,0,88,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed17,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,17,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6147.398691007448,7255.869540351034,2284.1299208841187,0.8819053942689367,0.8819053942689367,0.0,0.0,3600.4203396999947,86.01004144838875,0.0,0.755229500005953,1,0,0,89,8,real_solver:ALNS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed18,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,18,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6214.568426808317,7111.5827638197225,2252.8374459660163,0.8751876097729125,0.8751876097729125,0.0,0.0,3600.553384999992,86.01321975277759,0.0,0.7120651000004727,1,0,0,128,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed19,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,19,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6593.070104595568,7597.333381466434,2403.9615537547133,0.9324273301098698,0.9324273301098698,0.0,0.0,3600.4102614000003,86.00980068900002,0.0,0.788105200001155,1,0,0,93,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C1_2_5__S3_mixed_fleet_arc__ALNS_MS__seed20,main,hg,200,C1_2_5,clustered,S3_mixed_fleet_arc,ALNS_MS,20,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5997.336724627718,7306.145868891492,2309.0465538778553,0.8800364912051347,0.8800364912051347,0.0,0.0,3600.555192800006,86.01326293911126,0.0,0.9127008000068599,1,0,0,105,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_5.TXT
C2_2_1__S1_balanced__ALNS_MS__seed01,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4344.126900931885,9006.731864292778,4663.050968599819,0.8436072210401634,0.8436072210401634,0.0,0.0,3600.4257217999984,86.01017002077774,0.0,0.8456270000024233,1,0,0,64,8,real_solver:ALNS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed02,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,2,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4221.223159209209,9158.961076403488,4746.514539394969,0.8468134979589416,0.8468134979589416,0.0,0.0,3600.5094644000055,86.01217053844458,0.0,0.7754008000047179,1,0,0,93,15,real_solver:ALNS_MS | archive=15 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed03,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,3,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4295.449487635593,9324.151474908062,4821.568348016671,0.8613058510288124,0.8613058510288124,0.0,0.0,3600.51559499999,86.01231699166641,0.0,0.8114100999955554,1,0,0,73,6,real_solver:ALNS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed04,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,4,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,3862.5130677533034,9793.868026611108,5070.656122106345,0.8675583456883141,0.8675583456883141,0.0,0.0,3600.618435499986,86.01477373694411,0.0,0.8040707999898586,1,0,0,154,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed05,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,5,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4321.962950814621,9301.999716372895,4813.809704915455,0.8616167106481064,0.8616167106481064,0.0,0.0,3600.4397545000247,86.01050524638949,0.0,0.8214857999992091,1,0,0,107,18,real_solver:ALNS_MS | archive=18 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed06,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,6,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4044.557337856585,9618.97631934165,4983.962232698145,0.866819619742991,0.866819619742991,0.0,0.0,3600.47044070001,86.01123830561134,0.0,0.7811306999938097,1,0,0,85,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed07,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,7,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4396.8417893884125,9768.361499873881,5058.209722535149,0.8968123519689081,0.8968123519689081,0.0,0.0,3600.3921235999733,86.00936739711047,0.0,0.8370111000258476,1,0,0,72,19,real_solver:ALNS_MS | archive=19 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed08,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,8,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4448.6748674444025,9310.650645347545,4815.540927687243,0.8693351192111711,0.8693351192111711,0.0,0.0,3600.5498523999995,86.01313536288887,0.0,0.8449263000220526,1,0,0,116,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed09,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,9,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,3876.2117978400684,9875.7559064752,5111.702458680755,0.8736515009413989,0.8736515009413989,0.0,0.0,3600.538772700005,86.01287068116679,0.0,0.8160699000000022,1,0,0,44,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed10,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,10,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4213.201076261197,9011.244628560782,4669.560637570661,0.8366018127378835,0.8366018127378835,0.0,0.0,3600.505250300019,86.01206986827823,0.0,0.7749765999906231,1,0,0,108,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
C2_2_1__S1_balanced__ALNS_MS__seed11,main,hg,200,C2_2_1,clustered,S1_balanced,ALNS_MS,11,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,4170.768872266439,8915.899636810438,4620.379724200252,0.8278884269857182,0.8278884269857182,0.0,0.0,3600.4499731000105,86.01074935738914,0.0,0.8174413999950048,1,0,0,54,10,real_solver:ALNS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C2_2_1.TXT
