run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
RC101__S2_peak_dirty__ALNS_MS__seed16,main,solomon,100,RC101,mixed,S2_peak_dirty,ALNS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3871.183906971163,2898.4363650676833,1486.5034621553368,0.8318122606629982,0.8318122606629982,0.0,0.0,1800.1978413001634,26.002857707669026,0.0,0.26992150000296533,1,0,0,455,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S2_peak_dirty__ALNS_MS__seed17,main,solomon,100,RC101,mixed,S2_peak_dirty,ALNS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3858.4932863825784,2863.057413206833,1477.9290996831578,0.8259189175276216,0.8259189175276216,0.0,0.0,1800.1347727999091,26.00194671822091,0.0,0.24247270007617772,1,0,0,311,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S2_peak_dirty__ALNS_MS__seed18,main,solomon,100,RC101,mixed,S2_peak_dirty,ALNS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3848.7910581603337,2925.1664691085016,1497.7606435963576,0.8347735509212845,0.8347735509212845,0.0,0.0,1800.119531699922,26.001726568998873,0.0,0.2530934000387788,1,0,0,376,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S2_peak_dirty__ALNS_MS__seed19,main,solomon,100,RC101,mixed,S2_peak_dirty,ALNS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3883.8218307059656,2924.057427134216,1498.5460024859274,0.8373818720979574,0.8373818720979574,0.0,0.0,1800.1651554999407,26.002385579443587,0.0,0.2491687999572605,1,0,0,526,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S2_peak_dirty__ALNS_MS__seed20,main,solomon,100,RC101,mixed,S2_peak_dirty,ALNS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4168.229753008996,2866.919478659764,1474.105431645735,0.8483671647864992,0.8483671647864992,0.0,0.0,1800.14591620001,26.00210767844459,0.0,0.2689920000266284,1,0,0,435,7,real_solver:ALNS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed01,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3892.3471311261574,2884.7419981033736,959.1187257426997,0.8214191954341007,0.8214191954341007,0.0,0.0,1800.1828330999706,26.00264092255513,0.0,0.24577869987115264,1,0,0,430,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed02,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3965.3448470237386,2796.2936660694104,916.6876529670365,0.8068851734486747,0.8068851734486747,0.0,0.0,1800.1904794999864,26.00275137055536,0.0,0.24681679997593164,1,0,0,480,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed03,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3841.3985319844637,2911.2614506916516,954.9368803191347,0.8191198392592915,0.8191198392592915,0.0,0.0,1800.142981100129,26.002065282557417,0.0,0.24513799999840558,1,0,0,446,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed04,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3854.482909819014,2901.8013389195708,955.0559230631479,0.8191988341154737,0.8191988341154737,0.0,0.0,1800.176762699848,26.002553238997805,0.0,0.24184509995393455,1,0,0,389,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed05,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4036.2216768524036,2887.0771781133303,948.9308910675394,0.829493089420606,0.829493089420606,0.0,0.0,1800.2102192998864,26.00303650099836,0.0,0.248780399793759,1,0,0,439,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed06,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3974.7344070316153,2840.260408457565,936.6253049591433,0.8171577851611745,0.8171577851611745,0.0,0.0,1800.1623434000649,26.00234496022316,0.0,0.2425607000477612,1,0,0,450,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed07,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4011.7581477393924,2889.8693052634053,953.3061299061849,0.8291354433258044,0.8291354433258044,0.0,0.0,1800.1548550999723,26.00223679588849,0.0,0.279389499919489,1,0,0,279,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed08,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4017.6055035442673,2831.3671821346247,932.972194303016,0.8184716086067007,0.8184716086067007,0.0,0.0,1800.1865991000086,26.00269532033346,0.0,0.2543047000654042,1,0,0,527,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed09,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3802.916349726033,2803.0140533248564,924.0444511125924,0.797565839451991,0.797565839451991,0.0,0.0,1800.132704900112,26.001916848557173,0.0,0.24435339984484017,1,0,0,319,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed10,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3887.218454040421,2934.1190003220436,965.384570373111,0.82749096345094,0.82749096345094,0.0,0.0,1800.1660174999852,26.00239803055534,0.0,0.24122529989108443,1,0,0,368,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed11,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4120.108250578975,2779.0089386039176,917.4276858151051,0.8167857727230569,0.8167857727230569,0.0,0.0,1800.207425300032,26.00299614322268,0.0,0.24213630007579923,1,0,0,367,13,real_solver:ALNS_MS | archive=13 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed12,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3905.923480391997,2896.466019894639,951.6620700330928,0.8215556652183902,0.8215556652183902,0.0,0.0,1800.1371949999593,26.001981705554968,0.0,0.2472356001380831,1,0,0,354,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed13,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3960.71945373173,2827.9673507182597,932.298940267639,0.8137824195099351,0.8137824195099351,0.0,0.0,1800.1388981000055,26.00200630588897,0.0,0.24288569996133447,1,0,0,423,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed14,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4009.5437956732044,2879.087904516655,952.069344035295,0.8275997888963387,0.8275997888963387,0.0,0.0,1800.2035851001274,26.00294067366851,0.0,0.24549250002019107,1,0,0,409,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed15,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4063.18507567854,2926.5405064871047,968.8248779916269,0.8406102084026026,0.8406102084026026,0.0,0.0,1800.0864933999255,26.001249349110036,0.0,0.24336860002949834,1,0,0,352,7,real_solver:ALNS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed16,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3987.7554530028133,2789.3463693338945,923.6993182109071,0.8097360297559649,0.8097360297559649,0.0,0.0,1800.1543330999557,26.00222925588825,0.0,0.26389580010436475,1,0,0,282,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed17,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3882.6770846137033,2871.025285896705,947.3385201955136,0.8162318086277516,0.8162318086277516,0.0,0.0,1800.1826494000852,26.002638269112342,0.0,0.2824240999761969,1,0,0,345,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed18,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4093.1575085934865,2937.5934197241836,971.8514598769025,0.8446907402862416,0.8446907402862416,0.0,0.0,1800.1909559001215,26.002758251890643,0.0,0.2399081001058221,1,0,0,382,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed19,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3714.233321810866,2928.0138785574322,969.685606807374,0.8153387997612578,0.8153387997612578,0.0,0.0,1800.1689752999227,26.002440754332216,0.0,0.28556059999391437,1,0,0,558,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC101__S3_mixed_fleet_arc__ALNS_MS__seed20,main,solomon,100,RC101,mixed,S3_mixed_fleet_arc,ALNS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,4014.8475101056947,2876.691824164404,948.3640503900838,0.8267668779811052,0.8267668779811052,0.0,0.0,1800.2525589999277,26.0036480744434,0.0,0.24295029998756945,1,0,0,438,9,real_solver:ALNS_MS | archive=9 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc101.txt
RC104__S1_balanced__ALNS_MS__seed01,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2925.342152382582,2771.071059161068,1455.8443246055176,0.8599012311796775,0.8599012311796775,0.0,0.0,1800.1785114000086,26.002578498000123,0.0,0.24713780009187758,1,0,0,448,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed02,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2874.725433726934,2663.63604394425,1404.129172751555,0.8335461815789594,0.8335461815789594,0.0,0.0,1800.171145300148,26.002472098779915,0.0,0.27813739981502295,1,0,0,586,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed03,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3040.7280627541654,2749.155558845938,1449.7217512198708,0.8675013851152702,0.8675013851152702,0.0,0.0,1800.1054885999765,26.001523724221883,0.0,0.2411074999254197,1,0,0,464,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed04,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2950.7458594681525,2841.23953281334,1496.1767821033404,0.8776832802757126,0.8776832802757126,0.0,0.0,1800.1984393000603,26.002866345445316,0.0,0.24168439977802336,1,0,0,533,10,real_solver:ALNS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed05,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3073.0590002035174,2718.2493729708385,1428.3558680775493,0.8631392190716669,0.8631392190716669,0.0,0.0,1800.02440200001,26.00035247333348,0.0,0.267197199864313,1,0,0,520,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed06,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2817.3688696760487,2608.3619379044044,1375.036816840713,0.8164790517065666,0.8164790517065666,0.0,0.0,1800.1444403999485,26.00208636133259,0.0,0.30796769983135164,1,0,0,505,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed07,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3064.9859894781393,2706.471448622855,1425.9603379752675,0.8606590293260954,0.8606590293260954,0.0,0.0,1800.1368236998096,26.001976342330583,0.0,0.2881678999401629,1,0,0,456,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed08,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3044.685779001923,2691.146576125739,1414.5667696697085,0.8548413889443736,0.8548413889443736,0.0,0.0,1800.1187146999873,26.001714767888707,0.0,0.27328739990480244,1,0,0,336,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed09,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3030.9361970272566,2773.1668221252385,1462.2471068684245,0.8715537349214296,0.8715537349214296,0.0,0.0,1800.198558599921,26.002868068665524,0.0,0.2375542998779565,1,0,0,437,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed10,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3032.6296050711226,2669.652857649247,1405.4168207705286,0.8496212876523529,0.8496212876523529,0.0,0.0,1800.207550600171,26.00299795311358,0.0,0.2436063999775797,1,0,0,510,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed11,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2900.129435176739,2744.8006399789765,1446.345684906464,0.852848477032873,0.852848477032873,0.0,0.0,1800.2046081000008,26.002955450333346,0.0,0.2530788998119533,1,0,0,501,16,real_solver:ALNS_MS | archive=16 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed12,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3096.5662165155622,2760.4876964282507,1452.1975069247328,0.8745466721996923,0.8745466721996923,0.0,0.0,1800.1993962000124,26.00288016733351,0.0,0.3212983999401331,1,0,0,307,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed13,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3029.8532937699097,2680.760919497832,1409.750537297542,0.851373829796735,0.851373829796735,0.0,0.0,1800.1852307999507,26.002675555999286,0.0,0.24284500000067055,1,0,0,554,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed14,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2857.5851600827086,2759.514174917216,1450.6880646825061,0.8511520686849939,0.8511520686849939,0.0,0.0,1800.1220849000383,26.001763448556108,0.0,0.3540479000657797,1,0,0,391,12,real_solver:ALNS_MS | archive=12 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed15,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3030.482939742854,2731.799562443113,1437.5130237696453,0.8622773340313096,0.8622773340313096,0.0,0.0,1800.1338092999067,26.001932800998652,0.0,0.23734710016287863,1,0,0,363,8,real_solver:ALNS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed16,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3100.1148612439147,2794.2437087073376,1470.2283719225668,0.88199354629361,0.88199354629361,0.0,0.0,1800.1128426000942,26.001629948668025,0.0,0.3544061998836696,1,0,0,480,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed17,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3067.247580609066,2650.7451187459073,1396.0634497037915,0.849120545401295,0.849120545401295,0.0,0.0,1800.2506665999535,26.003620739777105,0.0,0.361674000043422,1,0,0,541,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed18,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2836.9942782190205,2786.465927334539,1464.2596110077043,0.8546799533991322,0.8546799533991322,0.0,0.0,1800.129253000021,26.00186698777808,0.0,0.28297149995341897,1,0,0,623,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed19,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3118.6230080653245,2689.2419211576785,1416.5581462101757,0.862153169391533,0.862153169391533,0.0,0.0,1800.1307985000312,26.001889311667117,0.0,0.3486827998422086,1,0,0,490,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S1_balanced__ALNS_MS__seed20,main,solomon,100,RC104,mixed,S1_balanced,ALNS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3022.099651490342,2708.4932081445963,1426.7828317225917,0.8569071898132773,0.8569071898132773,0.0,0.0,1800.2013507999945,26.002908400444365,0.0,0.2458864999935031,1,0,0,740,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed01,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3088.943204723902,2827.135292844809,1472.2126857128374,0.9011311800945988,0.9011311800945988,0.0,0.0,1800.2454617000185,26.003545557889154,0.0,0.24320110003463924,1,0,0,491,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed02,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3029.037351844495,2616.1883458544044,1354.8722599789205,0.8490641987436093,0.8490641987436093,0.0,0.0,1800.1556626001839,26.002248459780432,0.0,0.2650816000532359,1,0,0,386,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed03,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2996.2668571568565,2618.8096807435136,1361.9050052357438,0.8475695370890306,0.8475695370890306,0.0,0.0,1800.10324950004,26.001491381667243,0.0,0.2442613998427987,1,0,0,466,1,real_solver:ALNS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed04,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3092.566203738366,2799.786721790178,1457.1739262955184,0.8955317593754616,0.8955317593754616,0.0,0.0,1800.1912781000137,26.00276290588909,0.0,0.24018450011499226,1,0,0,445,7,real_solver:ALNS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed05,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3161.4029414304177,2727.629320846369,1418.4596497035136,0.8867599312946791,0.8867599312946791,0.0,0.0,1800.1673508998938,26.002417290776243,0.0,0.24368679989129305,1,0,0,605,2,real_solver:ALNS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed06,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2899.704811752807,2831.9173467713485,1469.671779864356,0.8825841259782182,0.8825841259782182,0.0,0.0,1800.1983610000461,26.002865214445112,0.0,0.24412090005353093,1,0,0,594,6,real_solver:ALNS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed07,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2828.434612265554,2745.7190161839676,1422.6165061550385,0.8569089835001282,0.8569089835001282,0.0,0.0,1800.1541680998635,26.00222687255358,0.0,0.24019080004654825,1,0,0,784,3,real_solver:ALNS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed08,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3057.16978438122,2721.090637097832,1416.9798626984398,0.875562362332119,0.875562362332119,0.0,0.0,1800.125244700117,26.0018090901128,0.0,0.2427701000124216,1,0,0,722,5,real_solver:ALNS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
RC104__S2_peak_dirty__ALNS_MS__seed09,main,solomon,100,RC104,mixed,S2_peak_dirty,ALNS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3062.467813084886,2768.5873786542006,1442.8896107147264,0.8863792983256144,0.8863792983256144,0.0,0.0,1800.1911117997952,26.00276050377482,0.0,0.236756999976933,1,0,0,652,4,real_solver:ALNS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\rc104.txt
