run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C101__S1_balanced__ILS_MS__seed01,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2332.84368079581,1902.78985344337,1006.3968484409461,0.787299479287949,0.787299479287949,0.0,0.0,1801.0030445999,26.014488421998557,0.0,1801.0030445999,2510,0,0,1837,84,real_solver:ILS_MS | archive=84 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed02,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2343.0795851377457,1919.1825967115215,1014.3569356047316,0.7927705821611729,0.7927705821611729,0.0,0.0,1800.0839208000107,26.001212189333486,0.0,1800.0839208000107,2838,0,0,2590,39,real_solver:ILS_MS | archive=39 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed03,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2363.664130634246,1951.381723607368,1031.3894925958552,0.8039329096336524,0.8039329096336524,0.0,0.0,1800.3171889000805,26.004581617445606,0.0,1800.3171889000805,2379,0,0,2069,6,real_solver:ILS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed04,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2325.5747300566345,1925.685778789131,1019.6461147211015,0.7930250063906272,0.7930250063906272,0.0,0.0,1801.286726100021,26.01858604366697,0.0,1801.286726100021,2720,0,0,2481,26,real_solver:ILS_MS | archive=26 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed05,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2323.5425874682455,1898.459141873852,1004.098072103272,0.7850488897872255,0.7850488897872255,0.0,0.0,1800.482336499961,26.006967082777216,0.0,1800.482336499961,3226,0,0,2466,113,real_solver:ILS_MS | archive=113 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed06,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2470.6656156008153,1918.0874366699277,1014.8192244238311,0.8073342793292073,0.8073342793292073,0.0,0.0,1800.088832899928,26.00128314188785,0.0,1800.088832899928,2730,0,0,2454,19,real_solver:ILS_MS | archive=19 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed07,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2374.2285528544257,1963.9384405291141,1036.7388313049576,0.8082419912623838,0.8082419912623838,0.0,0.0,1800.232551199966,26.0033590728884,0.0,1800.232551199966,2689,0,0,2408,26,real_solver:ILS_MS | archive=26 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed08,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2330.6750145618694,1903.9544476785084,1007.1354947110531,0.7874016598667682,0.7874016598667682,0.0,0.0,1800.4687746999552,26.006771190110463,0.0,1800.4687746999552,3105,0,0,2208,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed09,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2319.0198383231573,1917.8384802866817,1015.2897310928519,0.7900756016563507,0.7900756016563507,0.0,0.0,1800.3551504999632,26.005129951666135,0.0,1800.3551504999632,2548,0,0,2311,3,real_solver:ILS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed10,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2348.5075734355983,1931.9745812821411,1021.1235737504777,0.7968905815325682,0.7968905815325682,0.0,0.0,1800.795131699997,26.011485235666623,0.0,1800.795131699997,2149,0,0,1877,4,real_solver:ILS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed11,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2201.475586900206,1941.2032981178745,1025.3609202167036,0.7824300238317053,0.7824300238317053,0.0,0.0,1801.287354500033,26.018595120556032,0.0,1801.287354500033,2451,0,0,1819,75,real_solver:ILS_MS | archive=75 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed12,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2332.84368079581,1902.78985344337,1006.3968484409461,0.787299479287949,0.787299479287949,0.0,0.0,1800.0798527000006,26.001153427888898,0.0,1800.0798527000006,3535,0,0,2518,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed13,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2346.684500015968,1977.50203742918,1045.7716228820325,0.8092816524890275,0.8092816524890275,0.0,0.0,1800.2192095000064,26.00316635944454,0.0,1800.2192095000064,2883,0,0,2667,2,real_solver:ILS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed14,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2337.27476270604,1925.9502318228783,1018.0587108924802,0.7939892978619705,0.7939892978619705,0.0,0.0,1800.0631322999252,26.00091191099892,0.0,1800.0631322999252,2377,0,0,2089,1,real_solver:ILS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed15,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2327.8871262023945,1928.3495124527522,1021.9095898215488,0.7942389516092415,0.7942389516092415,0.0,0.0,1800.5571571000619,26.00804782477867,0.0,1800.5571571000619,2531,0,0,2184,5,real_solver:ILS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed16,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2207.594293616584,1978.755328346933,1047.476717823283,0.7939837733803808,0.7939837733803808,0.0,0.0,1800.1165456000017,26.00168343644447,0.0,1800.1165456000017,3168,0,0,2451,69,real_solver:ILS_MS | archive=69 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed17,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2342.5486466729417,1924.3014734448243,1017.646660391017,0.7942604577880433,0.7942604577880433,0.0,0.0,1800.453506299993,26.006550646555453,0.0,1800.453506299993,3445,0,0,3095,12,real_solver:ILS_MS | archive=12 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed18,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2363.2033684112694,1920.7703276488626,1013.2094194786622,0.7949931902223558,0.7949931902223558,0.0,0.0,1800.7033406000119,26.010159364222392,0.0,1800.7033406000119,3161,0,0,2096,45,real_solver:ILS_MS | archive=45 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed19,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2362.5645589230553,1927.776906899795,1018.8753596187447,0.797343107553143,0.797343107553143,0.0,0.0,1800.5901357000694,26.008524182334334,0.0,1800.5901357000694,3117,0,0,2826,28,real_solver:ILS_MS | archive=28 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__ILS_MS__seed20,main,solomon,100,C101,clustered,S1_balanced,ILS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2339.0850833432232,1905.736314691628,1007.7084794439363,0.7887555602917039,0.7887555602917039,0.0,0.0,1800.0556185999885,26.00080337977761,0.0,1800.0556185999885,3007,0,0,2685,26,real_solver:ILS_MS | archive=26 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed01,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2341.0788987807045,1933.3860296076302,1012.4003398622298,0.7966608545381741,0.7966608545381741,0.0,0.0,1800.429075299995,26.00619775433326,0.0,1800.429075299995,3359,0,0,3179,16,real_solver:ILS_MS | archive=16 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed02,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2338.810974280489,1899.6913816652357,990.2422335323585,0.7860058137960557,0.7860058137960557,0.0,0.0,1800.398564800038,26.00575704711166,0.0,1800.398564800038,2517,0,0,1797,107,real_solver:ILS_MS | archive=107 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed03,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2334.6592268721306,1917.7713362849963,1004.3215675115091,0.7916806793990941,0.7916806793990941,0.0,0.0,1800.7945118999342,26.01147628299905,0.0,1800.7945118999342,2996,0,0,2216,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed04,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2500.5664617774037,1940.9862832018014,1012.3608025053118,0.8159337490477254,0.8159337490477254,0.0,0.0,1800.5071170000592,26.00732502333419,0.0,1800.5071170000592,2287,0,0,2004,5,real_solver:ILS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed05,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2468.1297463871792,1914.711986151146,1003.3241172632214,0.8062688302190133,0.8062688302190133,0.0,0.0,1800.402969100047,26.005820664778454,0.0,1800.402969100047,2678,0,0,2346,11,real_solver:ILS_MS | archive=11 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed06,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2360.8766745935836,1945.3799918366003,1014.4674520617289,0.8011063726742949,0.8011063726742949,0.0,0.0,1800.8946765,26.012923105000002,0.0,1800.8946765,3085,0,0,2806,6,real_solver:ILS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed07,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2354.004305943812,1928.9500089252135,1007.2660146901081,0.7961918964480569,0.7961918964480569,0.0,0.0,1800.0965227999259,26.00139421822115,0.0,1800.0965227999259,3172,0,0,2270,85,real_solver:ILS_MS | archive=85 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed08,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2335.8288243233437,1939.8034273615822,1016.7279468359137,0.7980682885105735,0.7980682885105735,0.0,0.0,1800.0033466999885,26.000048341222055,0.0,1800.0033466999885,3206,0,0,2927,7,real_solver:ILS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed09,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2353.5320547710025,1918.3799026906677,1001.6907142998688,0.7932359116293237,0.7932359116293237,0.0,0.0,1800.8159232001053,26.011785557334854,0.0,1800.8159232001053,3148,0,0,2199,23,real_solver:ILS_MS | archive=23 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed10,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2354.789825435398,1933.2941369967295,1009.2014267286011,0.7973814811413881,0.7973814811413881,0.0,0.0,1800.056071399944,26.00080992022141,0.0,1800.056071399944,3309,0,0,3070,6,real_solver:ILS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed11,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2352.3776844911617,1913.8432488042754,1000.8497939030697,0.7922635292535237,0.7922635292535237,0.0,0.0,1800.0632334999973,26.000913372777738,0.0,1800.0632334999973,2679,0,0,1964,92,real_solver:ILS_MS | archive=92 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed12,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2354.2209188650213,1973.3283522621384,1033.0298229040684,0.8090156011223139,0.8090156011223139,0.0,0.0,1800.0035692999372,26.00005155655465,0.0,1800.0035692999372,3272,0,0,2510,102,real_solver:ILS_MS | archive=102 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed13,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2323.542587468245,1898.459141873852,993.18921047208,0.7848600668256461,0.7848600668256461,0.0,0.0,1800.1095840999624,26.001582881443902,0.0,1800.1095840999624,3509,0,0,2515,17,real_solver:ILS_MS | archive=17 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed14,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2349.3206474857516,1921.8202926271433,1002.5328679220381,0.7934448309724168,0.7934448309724168,0.0,0.0,1800.6781738999998,26.009795845222218,0.0,1800.6781738999998,3055,0,0,2781,2,real_solver:ILS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed15,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2315.263097360355,1921.2068348893563,1008.4595844384697,0.7910124569327409,0.7910124569327409,0.0,0.0,1800.0546447999077,26.000789313776444,0.0,1800.0546447999077,3042,0,0,2782,52,real_solver:ILS_MS | archive=52 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed16,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2360.8019452441827,1958.1192011132298,1023.3476070457115,0.8051594111161086,0.8051594111161086,0.0,0.0,1800.6455150999827,26.00932410699975,0.0,1800.6455150999827,3597,0,0,2652,14,real_solver:ILS_MS | archive=14 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed17,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2355.183474771233,2025.8427005793853,1063.5099594308097,0.8242692610300245,0.8242692610300245,0.0,0.0,1800.0346774000209,26.000500895778078,0.0,1800.0346774000209,2471,0,0,2238,4,real_solver:ILS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed18,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2339.0591353513637,1907.4445373637166,996.7521866340379,0.7887947022321438,0.7887947022321438,0.0,0.0,1800.6938575000968,26.01002238611251,0.0,1800.6938575000968,2820,0,0,2511,17,real_solver:ILS_MS | archive=17 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed19,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2332.84368079581,1902.78985344337,995.4707170631201,0.787112235566045,0.787112235566045,0.0,0.0,1800.284304800094,26.004106624890248,0.0,1800.284304800094,2511,0,0,1774,73,real_solver:ILS_MS | archive=73 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__ILS_MS__seed20,main,solomon,100,C101,clustered,S2_peak_dirty,ILS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2192.33765430015,1995.3649372044833,1044.4227468142024,0.7964882283934506,0.7964882283934506,0.0,0.0,1800.2573909000494,26.00371786855627,0.0,1800.2573909000494,7189,0,0,6913,8,real_solver:ILS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed01,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2334.896648353442,1927.1080304620125,658.0866861557585,0.7937016950253829,0.7937016950253829,0.0,0.0,1800.0098743999843,26.000142630221994,0.0,1800.0098743999843,11203,0,0,10837,51,real_solver:ILS_MS | archive=51 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed02,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2352.2021429569972,1945.2050733521096,660.5401318227321,0.799137804050539,0.799137804050539,0.0,0.0,1800.003883700003,26.00005609788893,0.0,1800.003883700003,10923,0,0,10442,46,real_solver:ILS_MS | archive=46 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed03,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2344.5716615335837,1913.6377963384955,654.6791229155191,0.7916037392430932,0.7916037392430932,0.0,0.0,1800.003682999988,26.00005319888872,0.0,1800.003682999988,11902,0,0,11499,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed04,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2339.3397289331515,1931.4939974430595,659.6368407262207,0.7954294094624165,0.7954294094624165,0.0,0.0,1800.0717719000531,26.00103670522299,0.0,1800.0717719000531,12968,0,0,9839,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed05,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2334.601811545767,1913.894721308238,652.1864672643396,0.7895026326358744,0.7895026326358744,0.0,0.0,1800.090994499973,26.00131436499961,0.0,1800.090994499973,13429,0,0,10115,6,real_solver:ILS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed06,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2334.9652643555246,1949.4140163541522,666.5246430865457,0.8001329904172928,0.8001329904172928,0.0,0.0,1800.0042779999785,26.000061793333025,0.0,1800.0042779999785,12903,0,0,12545,5,real_solver:ILS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed07,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2332.53291950937,1965.95957686237,674.1194957402641,0.8051531176891205,0.8051531176891205,0.0,0.0,1800.0173664999893,26.00025084944429,0.0,1800.0173664999893,11314,0,0,10946,104,real_solver:ILS_MS | archive=104 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed08,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2343.4490116617476,1956.533719059113,668.1132432297776,0.8027123476609582,0.8027123476609582,0.0,0.0,1800.0042247000383,26.000061023445,0.0,1800.0042247000383,11477,0,0,11205,60,real_solver:ILS_MS | archive=60 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed09,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2368.9051407423017,1933.2372753628038,655.8449867398081,0.7975349412497467,0.7975349412497467,0.0,0.0,1800.0607819999568,26.000877962221598,0.0,1800.0607819999568,13048,0,0,9787,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed10,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2345.802967813511,1969.1216275368413,669.3109240363403,0.8051826363177833,0.8051826363177833,0.0,0.0,1800.0922221000073,26.001332097000105,0.0,1800.0922221000073,13531,0,0,13291,8,real_solver:ILS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed11,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2344.4359551690004,1914.13520689977,653.9977595162089,0.7913840682820567,0.7913840682820567,0.0,0.0,1800.097409900045,26.00140703188954,0.0,1800.097409900045,13169,0,0,12761,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed12,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2345.325986791046,1978.3313809139484,674.7622385780429,0.8085662204358082,0.8085662204358082,0.0,0.0,1800.0528821999906,26.000763853999864,0.0,1800.0528821999906,13230,0,0,12640,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed13,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2334.7875458500885,1911.48380731206,648.8728748549751,0.7878701412571488,0.7878701412571488,0.0,0.0,1800.0839750000741,26.001212972223293,0.0,1800.0839750000741,13647,0,0,9475,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed14,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2219.422864175915,2013.5772618461563,688.171974999684,0.8043450732409388,0.8043450732409388,0.0,0.0,1800.0158595999237,26.00022908311001,0.0,1800.0158595999237,13015,0,0,12714,16,real_solver:ILS_MS | archive=16 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__ILS_MS__seed15,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,ILS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2385.0537982467167,1962.2880749561868,668.4725402638774,0.8084023395783678,0.8084023395783678,0.0,0.0,1800.0992701000068,26.001433901444543,0.0,1800.0992701000068,13173,0,0,9641,128,real_solver:ILS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
