phase,tier,method_id,runs,accepted_rate,strict_duty_rate,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,small,EDE,3,100.0,100.0,0.8362376357327638,2532.660890555648,2012.5876589490936,1044.1728026109065,1801.101608099998,26.01591211699997,0.0073699397644299
main,small,ILS_MS,3,100.0,100.0,0.7937016950253829,2334.896648353442,1927.1080304620125,1006.396848440946,1800.600776299951,26.00867787988817,0.0
main,small,StdDE,3,100.0,100.0,1.0596319608913605,3043.9837490975924,2605.4253199847994,1359.4567219550624,1800.3465949000092,26.00500637077791,0.0018702933297029
