phase,tier,method_id,runs,accepted_rate,strict_duty_rate,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,small,EDE,3,100.0,100.0,0.8103380245638195,2368.911849941806,1973.1298679762772,1021.4320079929524,60.09701339999992,0.8680679713333322,0.2511156845176677
main,small,ILS_MS,3,100.0,100.0,0.7966608545381741,2341.0788987807045,1976.7668732542304,1012.4003398622298,60.022744399999965,0.8669951968888884,0.0
main,small,StdDE,3,100.0,100.0,1.0841137934522116,3113.6870454025934,2658.8573675119046,1377.4476662779325,60.03193529999999,0.8671279543333331,0.0409388391786065
