phase,tier,method_id,runs,accepted_rate,strict_duty_rate,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,small,EDE,3,100.0,100.0,0.8103380245638195,2368.911849941806,1973.1298679762772,1021.4320079929524,60.1013495999996,0.8681306053333274,0.2511397751870927
main,small,ILS_MS,3,100.0,100.0,0.7951100017944591,2334.6445232003757,1933.3860296076305,1012.4003398622298,60.042093699999896,0.8672746867777763,0.0
main,small,StdDE,3,100.0,100.0,1.0841137934522116,3113.6870454025934,2658.8573675119046,1377.4476662779325,60.06315039999936,0.8675788391111019,0.0409379481955296
