run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C1_2_1__S1_balanced__EDE__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,EDE,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7106.905837545428,7977.442629446436,4113.020314215484,1.0,1.0,0.0,0.0,31.422384499921463,0.7506458519425683,0.0,27.229012200026773,6,0,0,0,1,real_solver:EDE | archive=1 | init_best=1.000000 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__StdDE__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,StdDE,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,9353.326183126652,10270.959267435825,5290.535338646329,1.296627,1.2966265474501215,4.5254987846021777e-07,3.490208660318023e-05,28.982895199907944,0.692369163108912,6.536251216448676e-07,24.964276100043207,6,0,0,0,2,real_solver:StdDE | archive=2 | init_best=1.296627 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__ALNS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,ALNS_MS,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7106.905837545428,7977.442629446436,4113.020314215484,1.0,1.0,0.0,0.0,12.182795500033535,0.29103344805635667,0.0,4.367499599931762,1,16,16,1,1,real_solver:ALNS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__HGS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,HGS_MS,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7106.905837545428,7977.442629446436,4113.020314215484,1.0,1.0,0.0,0.0,39.24549060000572,0.9375311643334701,0.0,39.24549060000572,8,0,0,0,1,real_solver:HGS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,ILS_MS,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,6653.763630647439,7406.399202000439,3819.0971660843957,0.9310650904185551,0.9310650904185551,0.0,0.0,21.587937899981625,0.5157118498328944,0.0,21.587937899981625,4,0,0,1,1,real_solver:ILS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__A1_NoSeed__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,A1_NoSeed,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,9353.326183126652,10270.959267435825,5290.535338646329,1.296627,1.2966265474501215,4.5254987846021777e-07,3.490208660318023e-05,31.00827680004295,0.7407532791121372,6.109319947967582e-07,26.833343300037086,6,0,0,0,2,real_solver:A1_NoSeed | archive=2 | init_best=1.296627 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__A2_NoJDE__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,A2_NoJDE,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7106.905837545428,7977.442629446436,4113.020314215484,1.0,1.0,0.0,0.0,30.447525200084783,0.7273575464464698,0.0,26.843191199935973,6,0,0,0,1,real_solver:A2_NoJDE | archive=1 | init_best=1.000000 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__A3_NoLNS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,A3_NoLNS,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7106.905837545428,7977.442629446436,4113.020314215484,1.0,1.0,0.0,0.0,26.230597399990074,0.6266198267775407,0.0,22.64692470000591,6,0,0,0,1,real_solver:A3_NoLNS | archive=1 | init_best=1.000000 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__EDE__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,EDE,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7283.986281211046,8286.238100487588,4152.863754646707,1.0,1.0,0.0,0.0,27.833307199995033,0.6649067831109925,0.0,24.272653400083072,6,0,0,0,1,real_solver:EDE | archive=1 | init_best=1.000000 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__StdDE__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,StdDE,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,9353.326183126652,10270.959267435825,5142.768057234233,1.253994,1.2539937555641083,2.444358917497169e-07,1.949258862081612e-05,27.910815399955027,0.6667583678878145,3.6660341065392447e-07,24.461745799984783,6,0,0,0,2,real_solver:StdDE | archive=2 | init_best=1.253994 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__ALNS_MS__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,ALNS_MS,1,medium,4,1,1,0.0,0.0,0.0,0.0,0.0,7283.986281211046,8286.238100487588,4152.863754646707,1.0,1.0,0.0,0.0,11.429623599979095,0.27304100822172284,0.0,3.8894803000148386,1,16,16,1,1,real_solver:ALNS_MS | archive=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
