phase,tier,method_id,runs,accepted_rate,strict_duty_rate,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,medium,EDE,72,100.0,100.0,0.9691032623745708,6732.5398241285575,10649.03871985804,4471.307282615398,69.96193680004217,1.6713129346676738,0.00234867346893085
main,medium,ILS_MS,72,100.0,100.0,0.9801259127988942,6857.60484120428,10652.936839080448,4478.125284168427,75.10669220000273,1.794215424777843,0.0
main,medium,StdDE,72,100.0,100.0,1.1076677847692236,7914.397063310993,11913.134664241472,5210.085186200161,80.13135089998832,1.9142489381663874,1.719936374287567e-07
