run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C1_2_1__S1_balanced__EDE__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6168.109796899949,6973.814966716325,3595.6038213913207,0.959063,0.872098616488147,0.08696438351185298,9.06764034394539,60.15645659999973,1.4370709076666601,0.060515026118686865,5.322890299999926,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=0.959063 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__StdDE__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,9528.369228593301,9458.43940804266,4874.786329755003,1.296627,1.2371920895958313,0.059434910404168706,4.5838094073444955,60.43398639999941,1.4437007862222082,0.041168440837172714,3.894442099999651,1,0,0,110,3,real_solver:StdDE | archive=3 | walltime_hit=1 | init_best=1.296627 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S1_balanced,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5742.839313130787,6640.127582106017,3421.5896117120396,0.8241066004446244,0.8241066004446244,0.0,0.0,60.114808500000436,1.4360759808333436,0.0,60.114808500000436,134,0,0,24,1,real_solver:ILS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__EDE__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6671.5299384802875,7067.331354240325,3539.6342363517538,0.981343,0.8737176784350004,0.1076253215649996,10.96714620321331,60.14561469999899,1.436811906722198,0.07490564426802772,5.151901000001089,1,0,0,0,1,real_solver:EDE | archive=1 | walltime_hit=1 | init_best=0.981343 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__StdDE__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,8865.580907090423,9589.162410099463,4804.329073171172,1.225875,1.1770813344669901,0.0487936655330099,3.980313289120824,60.14778789999946,1.4368638220555425,0.033958448103458314,4.139069599999857,1,0,0,110,3,real_solver:StdDE | archive=3 | walltime_hit=1 | init_best=1.225875 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S2_peak_dirty,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,5795.235462932294,6532.506110831318,3274.4316005170267,0.790814937866907,0.790814937866907,0.0,0.0,60.00518069999998,1.4334570944999996,0.0,60.00518069999998,152,0,0,28,2,real_solver:ILS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S3_mixed_fleet_arc__EDE__seed01,main,hg,200,C1_2_1,clustered,S3_mixed_fleet_arc,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6361.874291877167,6963.258494703028,2205.6483097673777,0.969915,0.8519113645480451,0.11800363545195491,12.16638936937308,60.17724610000005,1.4375675457222234,0.082085628465319,4.170088599999872,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=0.969915 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S3_mixed_fleet_arc__StdDE__seed01,main,hg,200,C1_2_1,clustered,S3_mixed_fleet_arc,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,9257.492259501834,9461.891629604239,2980.569699026647,1.253668,1.1835420694871859,0.07012593051281413,5.593660403935821,60.02145550000023,1.4338458813888943,0.04890757885700147,3.3739569000008487,1,0,0,127,2,real_solver:StdDE | archive=2 | walltime_hit=1 | init_best=1.253668 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
C1_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,C1_2_1,clustered,S3_mixed_fleet_arc,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6466.15711078843,7233.050623779315,2281.847947336315,0.8772328240507097,0.8772328240507097,0.0,0.0,60.058020399999805,1.4347193762222175,0.0,60.058020399999805,154,0,0,24,7,real_solver:ILS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\C1_2_1.TXT
RC1_2_1__S1_balanced__EDE__seed01,main,hg,200,RC1_2_1,mixed,S1_balanced,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7166.888212120786,8067.085594953628,4166.051797187548,0.953741,0.8989283204902884,0.05481267950971158,5.747124167851816,60.019115899998724,1.433789990944414,0.03822922454187824,4.41072770000028,1,0,0,0,2,real_solver:EDE | archive=2 | walltime_hit=1 | init_best=0.953741 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S1_balanced__StdDE__seed01,main,hg,200,RC1_2_1,mixed,S1_balanced,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,8178.423849227273,8703.044733707888,4490.912860791161,0.98714,0.9871398927519198,1.0724808019446641e-07,1.0864525821511276e-05,60.330091199999515,1.4412188453333217,7.441484722583011e-08,3.453407700000753,1,0,0,140,1,real_solver:StdDE | archive=1 | walltime_hit=1 | init_best=0.987140 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S1_balanced__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S1_balanced,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7508.056449077861,8004.463651803951,4129.476185594936,0.9072846622421448,0.9072846622421448,0.0,0.0,60.26477849999901,1.4396585974999763,0.0,60.26477849999901,151,0,0,22,6,real_solver:ILS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S2_peak_dirty__EDE__seed01,main,hg,200,RC1_2_1,mixed,S2_peak_dirty,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,6991.933893673173,7977.006965816104,3996.8530649997456,0.956401,0.8844022779349922,0.07199872206500779,7.528089375168762,60.041173499999786,1.434316922499995,0.05019721996970864,4.68145209999966,1,0,0,0,1,real_solver:EDE | archive=1 | walltime_hit=1 | init_best=0.956401 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S2_peak_dirty__StdDE__seed01,main,hg,200,RC1_2_1,mixed,S2_peak_dirty,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,8178.423849227273,8703.044733707888,4370.4989193808815,0.987342,0.987342081832292,0.0,0.0,60.06380460000037,1.4348575543333422,0.0,3.2682638999995106,1,0,0,135,1,real_solver:StdDE | archive=1 | walltime_hit=1 | init_best=0.987342 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S2_peak_dirty__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S2_peak_dirty,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7288.553331570556,7870.569124239934,3953.365672083786,0.8887271712374072,0.8887271712374072,0.0,0.0,60.04074450000007,1.4343066741666683,0.0,60.04074450000007,164,0,0,30,3,real_solver:ILS_MS | archive=3 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S3_mixed_fleet_arc__EDE__seed01,main,hg,200,RC1_2_1,mixed,S3_mixed_fleet_arc,EDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7507.512208439765,7675.285865536929,2435.0395890145437,0.955909,0.8825645341342628,0.07334446586573717,7.672745613414789,60.29746999999952,1.4404395611110996,0.05091811405760203,3.906319899999289,1,0,0,0,1,real_solver:EDE | archive=1 | walltime_hit=1 | init_best=0.955909 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S3_mixed_fleet_arc__StdDE__seed01,main,hg,200,RC1_2_1,mixed,S3_mixed_fleet_arc,StdDE,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,8476.45860102295,8998.862579810784,2851.470756362086,1.021495,1.0214947770325262,2.2296747381744808e-07,2.182756389580449e-05,60.149108100000376,1.4368953601666756,1.5517307661956992e-07,2.671781799999735,1,0,0,159,2,real_solver:StdDE | archive=2 | walltime_hit=1 | init_best=1.021495 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
RC1_2_1__S3_mixed_fleet_arc__ILS_MS__seed01,main,hg,200,RC1_2_1,mixed,S3_mixed_fleet_arc,ILS_MS,1,medium,40080,1,1,0.0,0.0,0.0,0.0,0.0,7350.704182144249,8302.314055104238,2625.8562645104967,0.9233143069815916,0.9233143069815916,0.0,0.0,60.199234499999875,1.4380928241666637,0.0,60.199234499999875,176,0,0,29,4,real_solver:ILS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\homberger\homberger_200_customer_instances\RC1_2_1.TXT
