phase,tier,method_id,runs,accepted_rate,strict_duty_rate,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,small,EDE,3,100.0,100.0,0.9393239188116416,2692.749069724312,2305.8285701579894,1210.1653701821049,60.07287889999998,0.8677193618888885,0.1027575314762186
main,small,ILS_MS,3,100.0,100.0,0.7951100017944591,2334.6445232003757,1933.3860296076305,1012.4003398622298,60.0418059000001,0.8672705296666681,0.0
main,small,StdDE,3,100.0,100.0,1.0871215390110114,3068.649063313013,2654.336896845696,1369.1513332598302,60.099417899999935,0.868102702999999,0.0567566880770626
