phase,tier,method_id,summary_scope,source_runs,accepted_runs,strict_duty_runs,accepted_rate,strict_duty_rate,runs,median_j,median_cost,median_energy,median_co2,median_runtime,median_wh,median_imp_per_wh
main,small,EDE,accepted_only,3,3,3,100.0,100.0,3,0.8071789992109194,2355.6397057825666,1975.9831910962616,1003.288123697585,60.00392709998414,0.8667233914442154,0.2538969789198967
main,small,ILS_MS,accepted_only,3,3,3,100.0,100.0,3,0.7937016950253829,2334.896648353442,1933.3860296076305,1012.4003398622298,60.04328740003984,0.8672919291116866,0.0
main,small,StdDE,accepted_only,3,3,3,100.0,100.0,3,1.0257290947537117,3003.7010393604724,2491.2586072985114,1307.8780767223147,60.02328910003416,0.8670030647782713,0.1061058286371777
